author,old_author,title,old_title,sub_title,old_sub_title,publisher,old_publisher,publication_date,old_publication_year,old_original_title,old_original_subtitle,old_purchase_date,old_my_rating,image_name,old_cover,old_categories,isbn-13,isbn-10,old_isbn,old_took,old_notes,format,old_print_format,nof_pages,old_read_it,description,old_description,language,language_iso
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 28,Blade Of The Immortal 28, Raining Chaos,Raining Chaos,Dark Horse Manga,Dark Horse Manga,2014-02-04,2014.0,nan,nan,2016-06-18,0,9781616553210.jpg,nan,nan,9781616553210,1616553219,9781616553210,nan,nan,Paperback,nan,216,No,,nan,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 29,Blade Of The Immortal 29, Beyond Good and Evil,Beyond Good and Evil,Dark Horse Manga,Dark Horse Manga,2014-04-22,2014.0,nan,nan,2016-06-18,0,9781616553371.jpg,nan,nan,9781616553371,1616553375,9781616553371,nan,nan,Paperback,nan,216,No,,nan,English,en
Hiroaki Samura,Hiroaki Samura,"Blade of the Immortal, Vol. 3",Blade of the Immortal 3, Dreamsong,Dreamsong,Dark Horse,Dark Horse Comics,1999-12-07,nan,nan,nan,2016-10-09,0,9781569713570.jpg,https://books.google.ru/books/content?id=hVp1AQAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569713570,156971357X,9781569713570,nan,nan,Paperback,nan,208,No,"Makie is a natural-born killer bred to be a geisha. Splitting her life between servitude and slaughter could lead to an untimely death, so it&apos;s time she chooses a path. Her choice could mean trouble for Manji, the immortal samurai. It&apos;s round two for the man who gave up his right to die and the woman who gave up her right to dream, and this time around, nobody wins. Dreamsong is third in a series of beautiful Japanese graphic novels from Hiroaki Samura&apos;s award-winning serial Blade of the Immortal. This critically-acclaimed work was recently awarded the Japanese Media Arts Award for outstanding manga by the Japanese Government&apos;s Ministry of Education Agency of Cultural Affairs, and was displayed at Tokyo&apos;s National Theater and the Tokyo City Opera along with winners from other categories.","Makie is a natural-born killer bred to be a geisha. Splitting her life between servitude and slaughter could lead to an untimely death, so it's time she chooses a path, but her choice could mean trouble for Manji, the immortal samurai. It's round two for the man who gave up his right to die and the woman who gave up her right to dream. And this time, there'll be no winners.",English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 30,Blade Of The Immortal 30, Vigilance,Vigilance,Dark Horse Manga,Dark Horse Manga,2014-11-11,2014.0,nan,nan,2016-06-18,0,9781616554842.jpg,nan,nan,9781616554842,1616554843,9781616554842,nan,nan,Paperback,nan,216,No,,nan,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 31,Blade Of The Immortal 31, Final Curtain,Final Curtain,Dark Horse Manga,nan,2015-04-14,nan,nan,nan,2016-06-18,0,9781616556266.jpg,nan,nan,9781616556266,1616556269,9781616556266,nan,nan,Paperback,nan,288,No,,nan,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal,Blade of the Immortal 4," On Silent Wings, Volume 4",On silent wings,Dark Horse Manga,nan,1999-08-25,nan,nan,nan,2016-10-09,0,9781569714126.jpg,https://books.google.ru/books/content?id=X8s3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569714126,1569714126,9781569714126,nan,nan,Paperback,nan,168,No,"Manji is a samurai, one of the most skilled in all of feudal Japan. He is also immortal, and condemned to a life of combat until he spills the blood of a thousand evil men. But along with eternal life comes the need to make a living, so Manji works as a bodyguard for Rin, who seeks to avenge her father`s murder at the hands of one of Japan`s deadliest swordsmen, Kagehisa Anotso, Rin vows to take retribution personally, but even with Maji`s instruction and her own burning thirst for revenge, will Rin ever be able to stand against such a powerful and ruthless adversary? And in her quest to kill Atheotsu, does she risk becoming more like him.","Condemned to a life of warfare until he kills a thousand evil men, Manji, a skilled samurai swordsman, labors as the bodyguard for Rin, a woman who has vowed revenge for her father's murder. Original.",English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 5,Blade of the Immortal 5,,On silent wings II,Dark Horse Manga,nan,2014-12-17,nan,nan,nan,2016-10-09,0,9781621158202.jpg,https://books.google.ru/books/content?id=qss3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781621158202,1621158209,9781569714447,nan,nan,,nan,184,No,,"Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Hiroaki Samura,"Hiroaki Samura, Wayne Truman, Tomoko Saito",Blade of the Immortal Volume 6,Blade of the Immortal 6,,Dark shadows,Dark Horse Manga,Dark Horse Manga,2014-12-17,nan,nan,nan,2016-10-09,0,9781621158219.jpg,https://books.google.ru/books/content?id=3ss3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781621158219,1621158217,9781569714690,nan,nan,,nan,192,No,,"Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Hiroaki Samura,Hiroaki Samura,"Blade of the Immortal, Vol. 7",Blade of the Immortal 7, Heart of Darkness,Heart of darkness,Dark Horse,nan,2001-06-12,nan,nan,nan,2016-10-09,0,9781569715314.jpg,https://books.google.ru/books/content?id=Msw3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569715314,1569715319,9781569715314,nan,nan,Paperback,nan,192,No,"Rin and her bodyguard, the immortal Manji, visit the headquarters of the mysterious Akagi assassins--led by the beautiful and deadly Hyakurin--who are out for vengeance against the Itto-Ryu, the rogue sword school responsible for the murder of Rin&apos;s parents. Original. (Graphic Novel)","Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Hiroaki Samura,"Hiroaki Samura, Wayne Truman","Blade of the Immortal, Vol. 8",Blade of the Immortal 8, The Gathering,The Gathering,Dark Horse,Dark Horse Manga,2001-10-08,nan,nan,nan,2016-10-09,0,9781569715468.jpg,https://books.google.ru/books/content?id=Pc03AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569715468,1569715467,9781569715468,nan,nan,Paperback,nan,208,No,"Rin continues to run against obstacles in her quest to avenge her murdered parents after her alliance with the Mugai-ry?u fails, as she separates from Manji to pass through the Shogun&apos;s checkpoints alone and is then named a murder suspect.",Blade of the Immortal,English,en
Hiroaki Samura,"Hiroaki Samura, Dana Lewis, Toren Smith",Blade of the Immortal,Blade of the Immortal 9," The Gathering part 2, Volume 9",The gathering II,Dark Horse,nan,2001-12-14,nan,nan,nan,2016-10-09,0,9781569715604.jpg,https://books.google.ru/books/content?id=iMY3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569715604,1569715602,9781569715604,nan,nan,Paperback,nan,216,No,"While the immortal samurai, Manji, has his hands full with a trio of skillful and merciless killers of the renegade Itt?ryn sword school, Manji&apos;s charge, Rin, prepares to fulfill her quest of vengeance. A Graphic Novel. Original.","Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Judd Winick,Judd Winick,Catwoman Vol. 1,Catwoman Volume 1, The Game (The New 52),nan,DC Comics,DC Comics,2012-05-22,2012.0,nan,nan,2016-06-18,0,9781401234645.jpg,nan,nan,9781401234645,140123464X,9781401234645,nan,nan,Paperback,nan,144,No,,nan,English,en
Darwyn Cooke,Ed Brubaker; Darwyn Cooke,Catwoman Vol. 1,Catwoman Volume 1, Trail of the Catwoman,Trail Of The Catwoman,DC Comics,DC Comics,2012-01-31,2012.0,nan,nan,2016-06-18,0,9781401233846.jpg,nan,nan,9781401233846,1401233848,9781401233846,nan,nan,Paperback,nan,336,No,,nan,English,en
Judd Winick,Judd Winick,Catwoman Vol. 2,Catwoman Volume 2, Dollhouse (The New 52),Dollhouse,DC Comics,DC Comics,2013-03-05,2012.0,nan,nan,2016-06-18,0,9781401238391.jpg,nan,nan,9781401238391,1401238394,9781401238391,nan,nan,Paperback,nan,144,No,,nan,English,en
Ed Brubaker,Brubaker Ed,Catwoman Vol. 2,Catwoman Volume 2, No Easy Way Down,No Easy Way Down,DC Comics,nan,2013-06-18,nan,nan,nan,2016-06-18,0,9781401240370.jpg,nan,nan,9781401240370,1401240372,9781401240370,nan,nan,Paperback,nan,400,No,,nan,English,en
Ann Nocenti,Ann Nocenti,Catwoman Vol. 3,Catwoman Volume 3, Death of the Family (The New 52) (Catwoman: The New 52),Death Of The Family,DC Comics,nan,2013-10-22,nan,nan,nan,2016-06-18,0,9781401242725.jpg,nan,nan,9781401242725,1401242723,9781401242725,nan,nan,Paperback,nan,176,No,,nan,English,en
Ann Nocenti,Nocenti Ann,Catwoman Vol. 4,Catwoman Volume 4, Gotham Underground (The New 52) (Catwoman: The New 52),Gotham Underground,DC Comics,nan,2014-06-03,nan,nan,nan,2016-06-18,0,9781401246273.jpg,nan,nan,9781401246273,1401246273,9781401246273,nan,nan,Paperback,nan,208,No,,nan,English,en
Mark Millar,nan,Civil War,Civil War,,A Marvel Comics Event,Marvel Comics,nan,2007-04-11,nan,nan,nan,2018-08-23,0,9780785121794.jpg,nan,nan,9780785121794,078512179X,9780785121794,nan,nan,Paperback,nan,208,No,"The landscape of the Marvel Universe is changing  and it's time to choose: Whose side are you on? A conflict has been brewing from more than a year  threatening to pit friend against friend  brother against brother - and all it will take is a single misstep to cost thousands their lives and ignite the fuse! As the war claims its first victims  no one is safe as teams  friendships and families begin to fall apart. The crossover that rewrites the rules  ""Civil War"" stars ""Spider-Man""  the ""New Avengers""  the ""Fantastic Four""  the ""X-Men"" and the entirety of the Marvel pantheon! This title collects ""Civil War""  numbered 1-7  plus extras.",nan,English,en
Marv Wolfman,"Marv Wolfman, George Perez",Crisis On Infinite Earths,Crisis on Infinite Earths,,nan,DC Comics,nan,2001-01-01,nan,nan,nan,2019-05-25,0,9781563897504.jpg,nan,nan,9781563897504,1563897504,9781563897504,nan,nan,Paperback,nan,368,No,"A reprint of the original twelve-issue series that brought together all of DC&apos;s superhero characters from the beginning through the early 1980s, changing the DC universe forever.",nan,English,en
,"Kazuo Koike, Will Jacobs, Ryoichi Ikegami",,Crying Freeman,,A Taste of Revenge Vol 1,,Viz,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=_r_EOAAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,929279891,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Will Jacobs, Ryoichi Ikegami",,Crying Freeman,,A Taste of Revenge Vol 2,,Viz,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=_r_EOAAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,929279905,nan,nan,,nan,,No,,nan,,
,Kazuo Koike,,Crying Freeman,,Abduction in Chinatown,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,Kazuo Koike,,Crying Freeman,,Journey to Freedom Vol 1,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,Kazuo Koike,,Crying Freeman,,Journey to Freedom Vol 2,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,Kazuo Koike,,Crying Freeman,,Portrait of a Killer Part 1,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,Kazuo Koike,,Crying Freeman,,Portrait of a Killer Part 2,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,Kazuo Koike,,Crying Freeman,,Shades of Death Vol 1,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,Kazuo Koike,,Crying Freeman,,Shades of Death Vol 2,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,Kazuo Koike,,Crying Freeman,,Shades of Death Vol 3,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
Frank Miller,nan,Daredevil,Daredevil, The Man Without Fear,The Man Without Fear,Marvel,Marvel,2010-06-16,nan,nan,nan,2017-01-18,0,9780785134794.jpg,https://books.google.ru/books/content?id=u-AkPwAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785134794,0785134794,9780785134794,nan,nan,Paperback,nan,224,No,"A fire burns deep within Matt Murdock. He was raised by a single father, an over-the-hill prizefighter with one last chance to make it good - a chance that cost him his life. Taunted and tormented by children while growing up, Matt&apos;s life was irrevocably altered after he was blinded by radioactive materials while saving the life of an old man. The payoff? An unbreakable will and a keen intelligence, helping focus the super-senses he was blessed with during the accident. His story is one of love, pain, disappointment and strength. Witness the tour-de-force origin of the Man Without Fear by industry legends Frank Miller and John Romita Jr.Collects Daredevil: The Man Without Fear #1-5.","A fire burns deep within Matt Murdock. He was raised by a single father, an over-the-hill prizefighter with one last chance to make it good - a chance that cost him his life. Taunted and tormented by children while growing up, Matt's life was irrevocably altered after he was blinded by radioactive materials while saving the life of an old man. The payoff? An unbreakable will and a keen intelligence, helping focus the super-senses he was blessed with during the accident. His story is one of love, pain, disappointment, and strength. Witness the tour-de-force origin of the Man Without Fear by industry legends Frank Miller and John Romita Jr. Collects Daredevil: The Man Without Fear #1-5",English,en
Frank Miller,"Frank Miller, Klaus Janson",DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 1,Daredevil Vol. 1,,nan,Marvel,nan,2008-11-19,nan,nan,nan,2018-12-16,0,9780785134732.jpg,nan,nan,9780785134732,0785134735,9780785134732,nan,nan,Paperback,nan,336,No,"A classic Marvel hero defined by one of comics' greatest visionaries! A Marvel Comics mainstay since 1964, Daredevil got a new lease on life in a landmark 1979-1983 run by writer-penciler Frank Miller and inker-penciler Klaus Janson, whose daring reinvention of the character quickly made Miller one of the biggest and most influential stars in the comic-book industry.Miller put his own stamp on established cast members such as reporter Ben Urich, femme fatale Black Widow, mad assassin Bulls",nan,English,en
Mark Waid,Mark Waid,"Daredevil, Vol. 1",Daredevil Vol. 1,,Devil at Bay,Marvel,Marvel Entertainment,2012-08-08,2012.0,nan,nan,2016-06-18,0,9780785152385.jpg,https://books.google.ru/books/content?id=0F2DBAAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785152385,0785152385,9780785152385,nan,nan,Paperback,Paperback,152,No,,"Collects Daredevil #1-5, #0.1.",English,en
Mark Waid,Mark Waid,"Daredevil, Vol. 2",Daredevil Vol. 2,,nan,Marvel,Marvel Entertainment,2012-12-26,2012.0,nan,nan,2016-06-18,0,9780785152408.jpg,https://books.google.ru/books/content?id=B_dwBgAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785152408,0785152407,9780785152408,nan,nan,Paperback,Paperback,136,No,,nan,English,en
Frank Miller,"Frank Miller, Klaus Janson",DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 2,Daredevil Vol. 2,,nan,Marvel,nan,2008-12-17,nan,nan,nan,2018-12-16,0,9780785134749.jpg,nan,nan,9780785134749,0785134743,9780785134749,nan,nan,Paperback,nan,328,No,"A classic Marvel hero redefined by one of comics' greatest visionaries! A Marvel Comics mainstay since 1964, Daredevil got a new lease on life in a landmark 1979-1983 run by writer-penciler Frank Miller and inker-penciler Klaus Janson, whose daring reinvention of the character quickly made Miller one of the biggest and most influential stars in the comic-book industry.Miller puts his own stamp on established cast member such as reporter Ben Urich, femme fatale Black Widow, mad assassin Bu",nan,English,en
Mark Waid,Mark Waid ,"Daredevil, Vol. 3",Daredevil Vol. 3,,nan,Marvel,Marvel Entertainment,2013-04-02,2013.0,nan,nan,2016-06-18,0,9780785161011.jpg,https://books.google.ru/books/content?id=E2mrCQAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785161011,0785161015,9780785161011,nan,nan,Paperback,Paperback,160,No,,Daredevil's recent traumas have left him coping in an unexpected way! A mystery that's been building since issue one starts to pay off big! San Francisco now has two men without fear -- and only one will be left standing! Collecting Daredevil (2014) #11-15.,English,en
Mark Waid,Mark Waid,Daredevil by Mark Waid Volume 4,Daredevil Vol. 4,,nan,Marvel,Marvel Entertainment,2013-09-17,2013.0,nan,nan,2016-06-18,0,9780785161035.jpg,https://books.google.ru/books/content?id=JecIAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785161035,0785161031,9780785161035,nan,nan,Paperback,nan,136,No,,"Collects Daredevil (2011) #16-21. Nelson & Murdock is no more! Foggy's discovered a shocking secret that Matt's been keeping - and he doesn't take it well! It's a turning point in the lives of Marvel's most famous legal team! Then, it's the return of someone Matt thought was gone forever, and the debut of a new menace in New York...the killer called Coyote! Daredevil's newest threat is not what Matt expects...but then again, just how sane is Matt Murdock right now, anyway? The biggest Daredevil story yet begins here, as the streets of New York run red with blood and Matt's mind unravels under the Coyote-created chaos!",English,en
Mark Waid,Mark Waid,Daredevil by Mark Waid Volume 5,Daredevil Vol. 5,,nan,Marvel,Marvel Entertainment,2014-04-29,2014.0,nan,nan,2016-06-18,0,9780785161059.jpg,https://books.google.ru/books/content?id=69ceAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785161059,0785161058,9780785161059,nan,nan,Paperback,nan,144,No,,"Collects Daredevil 22-27. A mystery takes Daredevil to the edge like never before! When Matt Murdock receives fateful news about someone close to him, will he be forced to abandon his super-hero identity to save one of his dearest friends? As a life-or-death medical drama plays out in Matt 's personal life, the hidden foe behind Daredevil's recent troubles steps out of the shadows to play his trump card. The Man Without Fear comes face-to-face with his opposite number - an unstoppable enemy with a mysterious connecti on to the accident that gave young Matt Murdock his powers.",English,en
Mark Waid,"Mark Waid, Tom Peyer",Daredevil by Mark Waid Volume 6,Daredevil Vol. 6,,nan,Marvel,Marvel Entertainment,2014-09-09,2013.0,nan,nan,2016-06-18,0,9780785166795.jpg,https://books.google.ru/books/content?id=86Y9BAAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785166795,0785166793,9780785166795,nan,nan,Paperback,Paperback,112,No,,"Collects Daredevil #28-30, Indestructible Hulk #9-10. There was one man young Daredevil feared and now Matt Murdock is representing him in court. The minor demons of Matt Murdock's past lead to some Daredevil sized present problems.",English,en
Mark Waid,Mark Waid,Daredevil by Mark Waid Volume 7,Daredevil Vol. 7,,nan,Marvel,Marvel Entertainment,2015-01-06,nan,nan,nan,2017-04-06,0,9780785189619.jpg,https://books.google.com/books/content?id=CcOVBQAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785189619,0785189610,9780785189619,nan,nan,Paperback,nan,136,No,,Collects Daredevil #31-36.,English,en
Charles Soule,nan,Daredevil,Daredevil: Back in Black Vol. 1, Back in Black Vol. 1: Chinatown,nan,Marvel,Marvel,2016-05-24,nan,nan,nan,2016-06-18,0,9780785196440.jpg,https://books.google.ru/books/content?id=bG9vjgEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785196440,0785196447,9780785196440,nan,nan,Paperback,nan,120,No,,"Daredevil is back in black and back on his home turf, as Matt Murdock begins a fresh life once again! He may have returned to New York City, but Matt's on a different side of the law now, with a job in the District Attorney's office. And he's finding his new career quite the challenge, as even his incredible skills aren't enough to indict the local crime lord known as Tenfingers. Could this be a job for Daredevil? Fighting crime in the shadows, prosecuting bad guys in the light, it's a whole new chapter for the Man Without Fear - and it comes with a protégé. Welcome to Hell, Blindspot - you'll soon find that life with DD comes with more than its fair share of Hand ninjas out for your blood! COLLECTING: DAREDEVIL 1-5; ALL-DIFFERENT POINT ONE 1 (DD STORY)",English,en
Charles Soule,nan,Daredevil,Daredevil: Back in Black Vol. 2, Back in Black Vol. 2: Supersonic,nan,Marvel,Marvel,2016-10-04,nan,nan,nan,2016-10-17,0,9780785196457.jpg,https://books.google.ru/books/content?id=zXayjwEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785196457,0785196455,9780785196457,nan,nan,Paperback,nan,120,No,,"Matt Murdock is back in his old stomping grounds of New York City, and somehow he has managed to hide his secret identity from the world once again. But there are some parts of his past that Matt can never escape. Ghosts like the first woman he ever loved and lost. Now, Elektra Natchios is back in the Big Apple and she's got a deadly score to settle with the Man Without Fear! This will be far from a happy reunion, as Hell's Kitchen knows no fury like an assassin scorned. Daredevil's dark new direction continues! COLLECTING: DAREDEVIL 6-9, Annual 1",English,en
Charles Soule,nan,Daredevil,Daredevil: Back In Black Vol. 3, Back in Black Vol. 3: Dark Art (Daredevil (Paperback)),Dark Art,Marvel,nan,2017-03-07,nan,nan,nan,2017-11-19,0,9781302902971.jpg,nan,nan,9781302902971,1302902970,9781302902971,nan,nan,Paperback,nan,112,No,,nan,English,en
Charles Soule,nan,Daredevil,Daredevil: Back In Black Vol. 4, Back in Black Vol. 4: Identity,Identity,Marvel,nan,2017-08-01,nan,nan,nan,2017-11-19,0,9781302905620.jpg,nan,nan,9781302905620,1302905627,9781302905620,nan,nan,Paperback,nan,136,No,,nan,English,en
Charles Soule,nan,Daredevil,Daredevil: Back in Black Vol. 5, Back in Black Vol. 5: Supreme,Supreme,Marvel,nan,2017-12-12,nan,nan,nan,2019-05-24,0,9781302905637.jpg,nan,nan,9781302905637,1302905635,9781302905637,nan,nan,Paperback,nan,112,No,,nan,English,en
Charles Soule,nan,Daredevil,Daredevil: Back in Black Vol. 6, Back in Black Vol. 6: Mayor Fisk,Mayor Fisk,Marvel,nan,2018-08-07,nan,nan,nan,2019-05-24,0,9781302910624.jpg,nan,nan,9781302910624,1302910620,9781302910624,nan,nan,Paperback,nan,136,No,,nan,English,en
Charles Soule,nan,Daredevil,Daredevil: Back in Black Vol. 7, Back in Black Vol. 7: Mayor Murdock,Mayor Murdock,Marvel,nan,2018-12-31,nan,nan,nan,2019-05-24,0,9781302910631.jpg,nan,nan,9781302910631,1302910639,9781302910631,nan,nan,Paperback,nan,112,No,,nan,English,en
Moore,nan,Dcs Universum,DC:s Universum,,Klassiska serier av Alan Moore,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,9789172698031,9172698039,9789172698031,nan,nan,,nan,,No,,nan,Swedish,sv
Geoff Johns,nan,Doomsday Clock Part 1,Doomsday Clock Part 1,,nan,DC Comics,nan,2019-10-08,nan,nan,nan,2019-10-13,0,9781779501202.jpg,nan,nan,9781779501202,177950120X,9781779501202,nan,nan,Hardcover,nan,224,No,,nan,English,en
,"Frank Miller, Lynn Varley",,Elektra Lives Again,,nan,,Marvel Enterprises,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=whmfMAAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,24885234077,nan,nan,,nan,,No,,"Frank Miller's run on Daredevil is notable for his introduction of the ninja, assassin Elektra. Even after dying in his arms, Daredevil's nightmares lead him to believe that Elektra may be alive. Miller crafts a story of discovery as DD sets out to find Elektra.",,
,"David Michelinie, Bob Hall",,Emperor Doom,,nan,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
J.T. Krul,J.T. Krul,Green Arrow Vol. 1,Green Arrow, Into the Woods,Into The Woods,DC Comics,DC Comics,2011-07-12,2011.0,nan,nan,2016-06-18,0,9781401230739.jpg,nan,nan,9781401230739,1401230733,9781401230739,nan,nan,Hardcover,Hardcover,192,No,"Once the self-centered billionaire of Queen Industries, Oliver Queen lost everything, but found a reason to live as the world s greatest archer and the ultimate hero of the people, Green Arrow. After Star City was devastated by an attack by the villain Prometheus in the pages of JUSTICE LEAGUE: CRY FOR JUSTICE, the White Lantern Ring gave birth to a massive, mysterious forest located at the center of the destruction. Now, Green Arrow lives in the woods and strikes against crime and corruption as a modern day Robin Hood.",nan,English,en
J.T. Krul,J.T. Krul,Green Arrow,Green Arrow, Salvation,Salvation,DC Comics,nan,2012-02-07,nan,nan,nan,2016-10-09,0,9781401233945.jpg,nan,nan,9781401233945,1401233945,9781401233945,nan,nan,Hardcover,nan,192,No,,nan,English,en
BRAD MELTZER,Brad Meltzer,Green Arrow,Green Arrow, Archer's Quest (Green Arrow Quiver Book 3),The Archer's Quest,DC Comics,DC Comics,2013-07-09,2004.0,nan,nan,2016-06-18,0,9781401247713.jpg,https://books.google.ru/books/content?id=TYhIAQAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781401247713,1401247717,9781401200442,nan,nan,,Paperback,176,No,,"Collecting GREEN ARROW #16-21 by Brad Meltzer (IDENTITY CRISIS)! The Emerald Archer returns from the dead and sets off on an adventure that tests his courage and brings formerly hidden facets of the Green Arrow legend to light. Featuring an introduction by Senator Patrick Leahy, a foreword by Greg Rucka (WONDER WOMAN), Meltzer's original notes to the series, and the script to issue #16.",English,en
,Jens Lapidus,,Gängkrig 145,,nan,,Wahlström &amp; Widstrand,,2009.0,nan,nan,2016-06-18,0,,https://books.google.ru/books/content?id=gd1OQwAACAAJ&printsec=frontcover&img=1&source=gbs_api,nan,,,9789146219552,nan,nan,,Paperback,,No,,"Tegneserie. Da Jiva al-Askori bliver voldtaget af sin bedste vens bror, er det startskuddet til en bandekrig i den sydlige del af Stockholm med postnummeret 145. Handlingen ligger i forlængelse af indholdet i Jens Lapidus' romaner ""Cash"" og ""Aldrig fucke op"".",,
Frank Miller,"Frank Miller, Dave Stewart",Holy Terror,Holy Terror,,nan,Legendary Comics LLC,Legendary Comics LLC,2011-10-11,2011.0,nan,nan,2016-06-18,0,9781937278007.jpg,https://books.google.ru/books/content?id=OvegZwEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781937278007,193727800X,9781937278007,nan,nan,Hardcover,Hardcover,120,No,There's a deadly menace somewhere in Empire City and The Fixer only has until dawn to save his town - and civilization as we know it! Legendary Comics presents an all-out  head-busting  bone-breaking  neck-snapping brawl of a tale from the one of the most celebrated storytellers of the medium  Frank Miller. Years in the making  Holy Terror features a desperate and brutal quest of a hero as he is forced to run down an army of murderous zealots in order to stop a crime against humanity. From the bestselling  critically-acclaimed writer/artist Frank Miller  creator of Sin City  300  and The Dark Knight Returns. ;  ; ,"Chronicles the quest of ""the Fixer"" as he battles a deadly menace threatening Empire City and its inhabitants.",English,en
Geoff Johns,"Geoff Johns, Phil Jimenez",Infinite Crisis,Infinite Crisis,,nan,DC Comics,nan,2008-02-27,nan,nan,nan,2019-05-25,0,9781401210601.jpg,nan,nan,9781401210601,1401210600,9781401210601,nan,nan,Paperback,nan,264,No,"Written by Geoff Johns; Art by Phil Jimenez, George PÂ¿rez, Jerry Ordway, Ivan Reis, Andy Lanning and others; Cover by Jimenez The 7-issue miniseries event that rocked the entire DC Universe in 2005-2006 Â¿ a sequel to the epic CRISIS ON INFINITE EARTHS Â¿ is now available in an amazing softcover collection! OMAC robots are rampaging, magic is dying, villains are uniting, and a war is raging in space. And in the middle of it all, a critical moment has divided Earth&apos;s three greatest heroes: Superman, Batman and Wonder Woman. It&apos;s the DCU&apos;s darkest day, and long-lost heroes from the past have returned to make things right in the universe...at any cost. Heroes will live, heroes will die, and the DCU will never be the same again!This exhaustive volume contains every cover and variant produced for the project, annotations, character designs, excerpts from scripts, unused scenes, and much more!",nan,English,en
