"Title","Sub Title","Author","Publisher","Publication Year","Original Title","Original Subtitle","Purchase Date","My rating","Cover","Categories","ISBN","Took","Notes","Format","Read It","Description"
"Det Fjärde Tecknet","","Eric Van Lustbader","B. Wahlstrom","1997","","","2016-06-18","0","","","9789132321726","","","Hardcover","No",""
"Flytande Staden","","Eric Van Lustbader","B. Wahlstrom","1995","","","2016-06-18","0","","","9789132319297","","","Hardcover","Yes",""
"Jian","","Eric Van Lustbader","B. Wahlstrom","1988","","","2016-06-18","0","","","9789132314117","","","Hardcover","Yes",""
"Kaisho","","Eric Van Lustbader","",,"","","2016-06-18","0","","","9789132318436","","","Hardcover","Yes",""
"Kshira","Det Mörka Ögat","Eric Van Lustbader","B. Wahlstrom","1996","","","2016-06-18","0","","","9789132320965","","","Hardcover","Yes",""
"Miko","","Eric Van Lustbader","B. Wahlstr","1988","","","2016-06-18","0","","","9789132314315","","","Hardcover","Yes",""
"Nattens Nyckel","","Eric Van Lustbader","B. Wahlstr","1990","","","2016-06-18","0","","","9789132315190","","","Hardcover","Yes",""
"Ninja","","Eric Van Lustbader","B. Wahlstrom","1991","","","2016-06-18","0","","","9789132313837","","","Hardcover","Yes",""
"Robert Ludlums Jason Bourne I Måltavla Jason Bourne","","Eric Van Lustbader","B. Wahlstrom","2007","","","2016-06-18","0","","","9789132333880","","","Paperback","No",""
"Rysk Gryning","","Eric Van Lustbader","B. Wahlstrom","1992","","","2016-06-18","0","","","9789132316616","","","Hardcover","Yes",""
"Shan","","Eric Van Lustbader","B. Wahlstr","1989","","","2016-06-18","0","","","9789132314827","","","Hardcover","Yes",""
"Svart Hjärta","","Eric Van Lustbader","B. Wahlstrom","1993","","","2016-06-18","0","","","9789132317446","","","Hardcover","Yes",""
"Vit Ninja","","Eric Van Lustbader","B. Wahlstr","1991","","","2016-06-18","0","","","9789132315848","","","Hardcover","Yes",""
"Zero","","Eric Van Lustbader","B. Wahlstr","1990","","","2016-06-18","0","","","9789132315435","","","Hardcover","Yes",""
"Zen I Bågskyttets Konst","","Eugen Herrigel","Bergh","1989","","","2016-06-18","0","","","9789150209976","","","Hardcover","No",""
"Dockorna","","Evelyn Anthony","Bonnierf�rl.","1992","","","2016-06-18","0","","","9100554073","","","Hardcover","No",""
"Idioten","","Fedor Michajlovic Dostoevskij","Wahlstr�m &amp; Widstrand","1991","","","2016-06-18","0","","","9146156968","","","Hardcover","No",""
"Ynglingen","","Fedor Michajlovic Dostoevskij","Wahlstr�m &amp; Widstrand","1989","","","2016-06-18","0","","","9146154930","","","Hardcover","No",""
"Bröderna Karamazov","","Fedor Michajlovic Dostoevskij; J.G. Ballard","Wahlström & Widstrand","1986","","","2016-06-18","0","","","9146161958","","","Hardcover","No",""
"Röde Orm","","Frans G. Bengtsson","Norstedts","1983","","","2016-06-18","0","","","9789117917029","","","Hardcover","No",""
"Mannen Från K-Pax","","Gene Brewer","Månpocket","1997","","","2016-06-18","0","","","9789176433775","","","","No",""
"Autarkens Citadell","Den Nya Solens Bok 4","Gene Wolfe","Bra B�cker","1997","","","2016-06-18","0","","","9789171333001","","","Paperback","Yes",""
"Liktorns Svärd","Den Nya Solens Bok 3","Gene Wolfe","Bra Böcker","1996","","","2016-06-18","0","","","9789170248474","","","Paperback","Yes",""
"Torterarens Skugga & Medlarens Klo","Den Nya Solens Bok 1 & 2","Gene Wolfe","Wiken","1992","","","2016-06-18","0","","","9789170248450","","","Hardcover","Yes",""
"Universums Öde","","George Johansson","Bonniers juniorförl.","1992","","","2016-06-18","0","","","9789148520281","","","Hardcover","No",""
"The Star Wars Trilogy","","George Lucas; Donald F. Glut; James Kahn","Del Rey","1993","","","2016-06-18","0","","","9780345384386","","","Mass Market Paperback","No",""
"1984","Nitton Åttiofyra","George Orwell","Atlantis","2001","Nineteen Eighty-Four","","2016-06-18","0","","","9789174865417","","","Paperback","No",""
"Djurens Gård","","George Orwell","Atlantis","2010","Animal Farm","","2016-06-18","0","","","9789173534277","","","","No",""
"Riddaren av de sju konungarikena","","George R. R. Martin","Bokförlaget Forum",,"","","2018-04-21","0","https://books.google.com/books/content?id=UfGKAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789137145372","","","","No","Drakkungarnas dynasti och den vandrande riddaren Tiden är 90 år före ”Kampen om järntronen”, första boken i Sagan om is och eld, och än sitter huset Targaryen på järntronen, Aerys I Targaryen är kung och lord Brynden Flod, som är oäkta son till Aegon IV, är hans hand. Ett visst lugn råder i de sju konungarikena efter striden vid Rödgräsfältet och Daemon Svartfyrs misslyckade uppror. Men kampen har bara börjat mellan oäkta och äkta söner inom drakens dynasti. Den sjuttonårige Dunk är ser Arlans väpnare. Dunk är över två meter lång, bredaxlad och stark, men inte så begåvad å huvudets vägnar. Han härstammar från Loppsänkan och kan inte läsa och skriva. Dock har ser Arlan lärt honom vapenkonst och höviskt uppträdande samt dubbat honom till riddare. När ser Arlan dör får Dunk ta över hans hästar, ringbrynja, långsvärd, dolk och sköld samt lite silverpengar. Dunk kallar sig ser Duncan den store och bege sig till Askvadet för att delta i en tornering. På ett värdshus stöter Dunk på en pojke med rakat huvud och violblå ögon, åtta nio år gammal, som absolut vill bli hans väpnare. Till en början är Dunk ointresserad men pojken gör sig nyttig och till slut faller Dunk till föga. Pojken som kallar sig Egg är inte den simpla värdshuspojke som Dunk först trodde utan han är klipsk, har bildning och en ingående kännedom om de olika adelshusen. När Dunk av en slump hamnar i konflikt med prinsarna av huset Targaryen, visar sig Egg vara en oumbärlig vapendragare. I tre kortromaner får vi följa Dunks och Eggs äventyr i de sju konungarikena. Översättare:Louise Thulin, Omslagsformgivare:Anders Timrén"
"Drakarnas Dans","Sagan Om Is Och Eld 5","George R.R. Martin","Bokforlaget Forum","2012","A Dance With Dragons","","2016-06-18","0","","","9789137137704","","","Hardcover","Yes",""
"Kampen Om Järntronen","Sagan Om Is Och Eld 1","George R.R. Martin","ManPocket","2011","A Game of Thrones","","2016-06-18","0","","","9789175030517","","","Paperback","Yes",""
"Kråkornas Fest","Sagan Om Is Och Eld 4","George R.R. Martin","FORUM","2012","A Feast For Crowes","","2016-06-18","0","","","9789137137698","","","Hardcover","Yes",""
"Kungarnas Krig","Sagan Om Is Och Eld 2","George R.R. Martin","ManPocket","2011","A Clash Of Kings","","2016-06-18","0","","","9789175030524","","","Paperback","Yes",""
"Svärdets Makt","Sagan Om Is Och Eld 3","George R.R. Martin","ManPocket","2011","A Storm Of Swords","","2016-06-18","0","","","9789175030531","","","Paperback","Yes",""
"Maigret I Paris","","Georges Simenon","Bonnier","2001","","","2016-06-18","0","","","9789100575236","","","","No",""
"Jag Dödar","","Giorgio Faletti","Bazar","2008","Io uccido","","2016-06-18","0","","","9789170281631","","","Paperback","No",""
"Jag Är Gud","","Giorgio Faletti","Bazar","2011","Io Sono Dio","","2016-06-18","0","","","9789170282621","","","Paperback","No",""
"Ögat Som Ser","","Giorgio Faletti","Bazar","2010","Niente di vero tranne gli occhi","","2016-06-18","0","","","9789170282171","","","Paperback","No",""
"Kalken Och Svärdet","","Glenna Mcreynolds","Wahlstrom & Widstrand","2000","","","2016-06-18","0","","","9789146175803","","","","No",""
"Mordvapen Till Salu","","Graham Greene","Bonnier","2001","","","2016-06-18","0","","","9789100576295","","","","No",""
"Eon","","Greg Bear","Wiken","1990","Eon","","2016-06-18","0","","","9170246076","","","Hardcover","No",""
"Den Brinnande Stenen","Fionavars Vävnad Del 2","Guy Gavriel Kay","Raben & Sjogren","1989","","","2016-06-18","0","","","9789129590609","","","Hardcover","Yes",""
"Solens Sista Strålar","","Guy Gavriel Kay","Onsdag","2006","","","2016-06-18","0","","","9789197543354","","","Hardcover","No",""
"Århundradets Ordmusik","från Anders Österling till Lars Forssell : en antologi","Göran Hassler","Litteraturfrämjandet","1991","","","2016-06-18","0","","","9789174486469","","","","No",""
"Vådaskottet","","Gösta Pettersson","Bonnier","2001","","","2016-06-18","0","","","9789100576868","","","","No",""
"De döda kring Maria","","Hans Alfredson","Bonnierförl.","2000","","","2016-06-18","0","","","9143022146","","","Hardcover","No",""
"Berätta Inte För Någon","","Harlan Coben","FORUM","2003","Tell No One","","2016-06-18","0","","","9789137118635","","","Hardcover","No",""
"Borta För Alltid","","Harlan Coben","FORUM","2003","Gone for Good","","2016-06-18","0","","","9789143023190","","","Hardcover","No",""
"Ett Enda Ögonblick","","Harlan Coben","FORUM","2005","Just One Look","","2016-06-18","0","","","9789137126630","","","Hardcover","No",""
"Främlingen","","Harlan Coben","Bookmark Förlag",,"","","2018-04-21","0","https://books.google.com/books/content?id=YKHiDQAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789188345110","","","","No","Spänningens mästare levererar en chockerande thriller om lögnens makt och förbannelse. Främlingen dyker upp från ingenstans. Hans identitet och motiv är okända. Men informationen han bär på är obestridlig. Han viskar några ord i ditt öra och försvinner medan din värld rasar samman. Adam Price är gift med en vacker kvinna, har två underbara söner, ett välbetalt jobb och ett stort hus. Han har ett perfekt liv tills han möter främlingen. Snart inser Adam att hans äktenskap är baserat på en mörk lögn, och han dras in i en konspiration där människoliv står på spel. Främlingen skildrar på ett skrämmande sätt vilka krafter som kan släppas lösa när den lögn som våra liv bygger på plötsligt avslöjas. Det är en mörk thriller om människans behov att uppnå sina mål till vilket pris som helst. ""Främlingen är en välskriven, nedtonad och medryckande thriller med engagerande intrig."" BTJ ""Harlan Coben är en omåttligt spännande underhållare."" Lotta Olsson, Dagens Nyheter ""Som alltid skriver Coben en tät och sannolik historia i korta, koncentrerade kapitel."" DAST Magazine ""Det är en fartfylld berättelse med många vändningar. Läs boken!"" Cinnamon Books ""Främlingen kan sälla sig till resten av Harlan Cobens grupp av fantastiska thrillers."" A Bookaholic Swede ""Spännande, skrämmande och väldigt fängslande!"" Jennies boklista ""Lättläst, spännande och med ett bra tempo i berättelsen."" Boklysten ""En sann bladvändare med nagelbitande spänning och många oväntade tvister."" Midnatts ord ""Väldigt underhållande."" Publishers Weekly ""En rafflande thriller."" Huffington Post ""En av hans bästa."" Kirkus"
"Ingen Andra Chans","","Harlan Coben","FORUM","2005","No Second Chance","","2016-06-18","0","","","9789137127453","","","Hardcover","No",""
"Spelaren","","Harlan Coben","Pocketf�rlaget","2010","Deal Breaker","","2016-06-18","0","","","9789186369378","","","","No",""
"Dödssynden","to kill a mockingbird","Harper Lee","Bonnier","2010","To Kill A Mockingbird","","2016-06-18","0","","","9789174291292","","","Paperback","No",""
"Ett Ögonblick I Sänder","","Helena Andersson","Recito","2013","","","2016-06-18","0","","","9789175175096","","","","No",""
"Mord I Barm","","Helena Poloni","Bonnier","2001","","","2016-06-18","0","","","9789100574918","","","","No",""
"Brandvägg","","Henning Mankell","Ordfront förlag","1998","","","2016-06-18","0","","","9789173246194","","","","No",""
"Den Femte Kvinnan","","Henning Mankell","Ordfront","1997","","","2016-06-18","0","","","9789173245609","","","","No",""
"Den Vita Lejoninnan","","Henning Mankell","Bonnierf�rl.","1997","","","2016-06-18","0","","","9789143021394","","","","No",""
"Hundarna I Riga","","Henning Mankell","Ordfront","1998","","","2016-06-18","0","","","9173244664","","","","No",""
"Mannen Som Log","","Henning Mankell","Ordfront","1995","","","2016-06-18","0","","","9789173244909","","","","No",""
"Mördare Utan Ansikte","","Henning Mankell","Ordfront","1994","","","2016-06-18","0","","","9789173244657","","","","No",""
"Steget Efter","","Henning Mankell","Ordfront","1998","","","2016-06-18","0","","","9789173246040","","","","No",""
"Villospår","","Henning Mankell","Bonnierförl.","1996","","","2016-06-18","0","","","9789143020861","","","","No",""
"Den Allvarsamma Leken","","Hjalmar Söderberg","Bonnier","1991","","","2016-06-18","0","","","9789100552442","","","Hardcover","No",""
"Doktor Glas","Historietter","Hjalmar Söderberg","Bonnier","1991","","","2016-06-18","0","","","9789100552466","","","Hardcover","No",""
"Förvillelser","","Hjalmar Söderberg","Bonnier","1991","","","2016-06-18","0","","","9789100552480","","","Hardcover","No",""
"Martin Bircks Ungdom","","Hjalmar Söderberg","Bonnier","1991","","","2016-06-18","0","","","9789100552527","","","Hardcover","No",""
"Robin Hood","De laglösas muntra äventyr i Sherwoodskogen","Howard Pyle","Klassikerförl.","1999","","","2016-06-18","0","","","9789171024541","","","Hardcover","No",""
"Ull","","Hugh Howey","","2012","Wool","","2016-10-09","0","","","9789113067506","","","","No",""
"Adress Fleshmarket Close","","Ian Rankin","FORUM","2006","","","2016-06-18","0","","","9789137129501","","","","No",""
"Blodsband","","Ian Rankin","FORUM","2005","","","2016-06-18","0","","","9789137126418","","","","No",""
"Botgörarna","","Ian Rankin","FORUM","2004","","","2016-06-18","0","","","9789137123899","","","","No",""
"Den Hängande Trädgården","","Ian Rankin","FORUM","2000","","","2016-06-18","0","","","9789137116709","","","Hardcover","Yes",""
"Fallen","","Ian Rankin","FORUM","2003","","","2016-06-18","0","","","9789137121994","","","","Yes",""
"Förlorade Själar","","Ian Rankin","FORUM","2001","","","2016-06-18","0","","","9789137118505","","","","Yes",""
"I De Dödas Namn","","Ian Rankin","Bonnierförlagen","2007","","","2016-06-18","0","","","9789143024944","","","","No",""
"När Mörkret Faller","","Ian Rankin","FORUM","2002","","","2016-06-18","0","","","9789137120683","","","","Yes",""
"Rebus Sista Fall","","Ian Rankin","Minotaur","2008","","","2016-06-18","0","","","9789185283842","","","","No",""
"Öppet Hus","","Ian Rankin","ManPocket","2010","Doors Open","","2016-06-18","0","","","9789170017704","","","Paperback","No",""
"Den Okända Lagen","","Isaac Asimov","Legenda","1988","Robots And Empire","","2016-06-18","0","","","9789158212220","","","Paperback","Yes",""
"Destination Hjärnan","","Isaac Asimov","Legenda","1989","Fantastic Voyage II, Destination Brain","","2016-06-18","0","","","9789158215269","","","Paperback","Yes",""
"Död Robot","","Isaac Asimov","Legenda","1988","The Robots Of Dawn","","2016-06-18","0","","","9789158212206","","","Paperback","Yes",""
"Dömd Planet","","Isaac Asimov","Legenda","1986","The Currents Of Space","","2016-06-18","0","","","9789158208308","","","Paperback","Yes",""
"Främling i Paradiset","","Isaac Asimov","Plus","1977","The Bicentennial Man","","2016-06-18","0","","","9174060619","","","Hardcover","No",""
"Förbjuden Värld","","Isaac Asimov","Kindberg","1979","Pebble in the Sky","","2016-06-18","0","","","9789185668069","","","","Yes",""
"Hari Seldon Och Stiftelsen","","Isaac Asimov","Legenda/Natur och kultur","1994","Forward the Foundation","","2016-06-18","0","","","9789127035416","","","","Yes",""
"Jag, Robot","","Isaac Asimov","Delta","1978","","","2016-06-18","0","","","72280042","","","Hardcover","Yes",""
"Landsflykt I Helvetet","","Isaac Asimov","Plus","1976","Buy Jupiter","","2016-06-18","0","","","9174060058","","","Hardcover","No",""
"Lucky Starr På Merkurius","","Isaac Asimov","Litteraturfrämjandet","1980","Lucky Starr And The Big Sun Of Mercury","","2016-06-18","0","","","9789174481143","","","Paperback","Yes",""
"Nemesis","","Isaac Asimov","Legenda","1991","Nemesis","","2016-06-18","0","","","9158216545","","","Hardcover","No",""
"Preludium Till Stiftelsen","","Isaac Asimov","Legenda","1990","Prelude to Foundation","","2016-06-18","0","","","9158214127","","","Hardcover","Yes",""
"Robotdrömmar 1","","Isaac Asimov","Legenda","1989","Robot Dreams","","2016-06-18","0","","","9158213422","","","Hardcover","Yes",""
"Robotdrömmar 2","","Isaac Asimov","Legenda","1990","Robot Dreams","","2016-06-18","0","","","9158215018","","","Hardcover","Yes",""
"Själva Gudarna","","Isaac Asimov","Delta","1978","The Gods Themselves","","2016-06-18","0","","","9789172281660","","","Paperback","No",""
"Stiftelsen Och Jorden","","Isaac Asimov","Legenda","1989","Foundation And Earth","","2016-06-18","0","","","9789158214538","","","Paperback","Yes",""
"Stiftelsen Och Tiden","","Isaac Asimov","Legenda","1987","Foundation's Edge","","2016-06-18","0","","","9789158211421","","","Paperback","Yes",""
"Stiftelsetrilogin","","Isaac Asimov","Legenda","1987","","","2016-06-18","0","","","9789158211414","","","","Yes",""
"Stålgrottorna","","Isaac Asimov","Lindfors","1973","Tha Caves Of Steele","","2016-06-18","0","","","9789172680142","","","Paperback","Yes",""
"Tidens Död","","Isaac Asimov","Legenda","1986","The End Of Eternity","","2016-06-18","0","","","9789158208292","","","Paperback","Yes",""
"Världar I Krig","","Isaac Asimov","Lindqvist","1954","The Stars, Like Dust","","2016-06-18","0","","","","","","Paperback","No",""
"Den lille fule pojken","","Isaac Asimov; Robert Silverberg","Legenda","1996","The Ugly Little Boy","","2016-06-18","0","","","9789127040953","","","Hardcover","No",""
"Stjärnmörker","","Isaac Asimov; Robert Silverberg","Legenda","1992","Nightfall","","2016-06-18","0","","","9127031934","","","Hardcover","No",""
"Naken I Döden","","J.D. Robb","Replik","2001","","","2016-06-18","0","","","9789188818621","","","","No",""
"Bilbo","En hobbits äventyr","J.R.R. Tolkien","Rabén & Sjögren","1979","","","2016-06-18","0","","","9789129536331","","","Hardcover","Yes",""
"De Förlorade Sagornas Bok 1","","J.R.R. Tolkien","PAN/Norstedt","1995","","","2016-06-18","0","","","9789119516510","","","Paperback","No",""
"De Förlorade Sagornas Bok 2","","J.R.R. Tolkien","PAN/Norstedt","1995","","","2016-06-18","0","","","9789119516619","","","Paperback","No",""
"Gillis Bonde Från Ham","","J.R.R. Tolkien","AWE/Geber","1985","","","2016-06-18","0","","","9789120074221","","","Hardcover","Yes",""
"Härskarringen","","J.R.R. Tolkien","Norstedt","1992","","","2016-06-18","0","","","9789119216328","","","Hardcover","Yes",""
"Hürins Barn","","J.R.R. Tolkien","Norstedt","2007","The Children Of Hürin","","2016-06-18","0","","","9789113017228","","","Hardcover","No",""
"Sagan Om De Två Tornen","","J.R.R. Tolkien","AWE /Gebers","1983","","","2016-06-18","0","","","9789120071305","","","Paperback","Yes",""
"Sagan Om Konungens Återkomst","","J.R.R. Tolkien","AWE / Gebers","1983","","","2016-06-18","0","","","9789120071312","","","Paperback","Yes",""
"Sagan Om Ringen","","J.R.R. Tolkien","AWE/Geber","1983","","","2016-06-18","0","","","9789120071299","","","Paperback","Yes",""
"Sagor Från Midgård","","J.R.R. Tolkien","AWE/Geber","1989","","","2016-06-18","0","","","9789120077437","","","Hardcover","No",""
"Silmarillion","","J.R.R. Tolkien","PAN Norstedt","2000","","","2016-06-18","0","","","9789172630727","","","Hardcover","No",""
"Salvation","","J.T. Krul","DC Comics","2012","","","2016-06-18","0","","","9781401233945","","","","No",""
"Fåglarnas Värld","","James Blish","Delta","1977","","","2016-06-18","0","","","9789172281530","","","","No",""
"Blodröd Måne","","James Ellroy","Bra Böcker","2000","Blood On The Moon","","2016-06-18","0","","","9789171334817","","","Hardcover","Yes",""
"Browns Rekviem","","James Ellroy","Bra B�cker","1999","Brown's Requiem","","2016-06-18","0","","","9789171336064","","","Hardcover","Yes",""
"Den Stora Tomheten","","James Ellroy","Bra B�cker","1996","The Big Nowhere","","2016-06-18","0","","","9789171332875","","","Paperback","Yes",""
"Den Svarta Dahlian","","James Ellroy","Bra b","1996","","","2016-06-18","0","","","9789171332868","","","Paperback","Yes",""
"En Amerikansk Myt","","James Ellroy","Bra B�cker","1999","American Tabloid","","2016-06-18","0","","","9789171335210","","","Hardcover","Yes",""
"Los Angeles Konfidentiellt","","James Ellroy","Bra B�cker","1995","","","2016-06-18","0","","","9789171196743","","","","No",""
"Mördare På Drift","","James Ellroy","Bra Böcker","2005","Killer On The Road","","2016-06-18","0","","","9789170020483","","","Hardcover","No",""
"Nattens Riken","","James Ellroy","Bra B�cker","2002","Because The Night","","2016-06-18","0","","","9789171334893","","","Hardcover","Yes",""
"Nåd För De Döda","","James Ellroy","Bra Böcker","2003","Suicide Hill","","2016-06-18","0","","","9789171334879","","","Hardcover","Yes",""
"Oroligt Blod","","James Ellroy","Bra B�cker","2010","Blood's A Rover","","2016-06-18","0","","","9789170028328","","","","No",""
"Sextusen Kalla","","James Ellroy","Bra B�cker","2001","The Cold Six Thousand","","2016-06-18","0","","","9789171337115","","","Hardcover","No",""
"Vit Jazz","","James Ellroy","Bra B�cker","1995","","","2016-06-18","0","","","9789171193315","","","Paperback","Yes",""
"Indianens Dröm","","James Welch","Wiken","1992","","","2016-06-18","0","","","9789171191960","","","","No",""
"Riket Vid Vägens Slut","","Jan Guillou","Piratforl.","2000","","","2016-06-18","0","","","9789189426023","","","","No",""
"Tempelriddaren","","Jan Guillou","Bonnierf�rlagen","2007","","","2016-06-18","0","","","914302213","","","Hardcover","No",""
"Vägen Till Jerusalem","","Jan Guillou","Norstedt","1999","","","2016-06-18","0","","","9789113006048","","","","No",""
"Taoismen","en introduktion","Jean C. Cooper","Wahlstrom & Widstrand","1992","","","2016-06-18","0","","","9789146162278","","","","No",""
"Vurt","","Jeff Noon","Bonnier","1996","","","2016-06-18","0","","","9789100560737","","","","No",""
"Dans Med Döden","","Jeffery Deaver","Norstedt","2000","The Coffin Dancer","","2016-06-18","0","","","9789113007137","","","Hardcover","No",""
"Den Tomma Stolen","","Jeffery Deaver","Norstedt","2001","The Empty Chair","","2016-06-18","0","","","9789113009568","","","Hardcover","No",""
"I Samlarens Spår","","Jeffery Deaver","Norstedt","1998","The Bone Collector","","2016-06-18","0","","","9789113003153","","","Hardcover","No",""
"Mannen Som Försvann","","Jeffery Deaver","Norstedt","2004","The Vanished Man","","2016-06-18","0","","","9789113012698","","","Hardcover","No",""
"Stenapan","","Jeffery Deaver","Norstedt","2003","The Stone Monkey","","2016-06-18","0","","","9789113010755","","","Hardcover","No",""
"Den Vita Vargen","Profetian Om Cheysuli 4","Jennifer Roberson","Richter","1997","","","2016-06-18","0","","","9789177052678","","","Hardcover","No",""
"Homanas Sång","Profetian Om Cheysuli 2","Jennifer Roberson","Richter","1996","","","2016-06-18","0","","","9789177052630","","","Hardcover","No",""
"I Djurskepnad","Profetian Om Cheysuli 1","Jennifer Roberson","Richter","1996","","","2016-06-18","0","","","9789177052616","","","Hardcover","No",""
"Korpens Flykt","Profetian Om Cheysuli 7","Jennifer Roberson","Richter","1998","","","2016-06-18","0","","","9789177052739","","","Hardcover","No",""
"Lejonets Dotter","Profetian Om Cheysuli 6","Jennifer Roberson","Richter","1997","","","2016-06-18","0","","","9789177052715","","","Hardcover","No",""
"Lejontronen","Profetian Om Cheysuli 8","Jennifer Roberson","Richter","1998","","","2016-06-18","0","","","9789177052753","","","Hardcover","No",""
"Prinsars Högmod","Profetian Om Cheysuli 5","Jennifer Roberson","Richter","1997","","","2016-06-18","0","","","9789177052692","","","Hardcover","No",""
"Svärdets Härskare","Profetian Om Cheysuli 3","Jennifer Roberson","Richter","1996","","","2016-06-18","0","","","9789177052654","","","Hardcover","No",""
"Räddaren i nöden","","Jerome David Salinger","",,"The Catcher in the rye","","2018-04-21","0","https://books.google.com/books/content?id=_AnoZwEACAAJ&printsec=frontcover&img=1&source=gbs_api","","9789174293814","","","","No",""
"VI","","Jevgenij Zamjatin","","1924","","","2016-10-09","0","","","9789177011255","","","","No",""
"Exotiska Kryddor","","Jill Norman","Bonnier","1989","","","2016-06-18","0","","","9789134510623","","","Hardcover","No",""
"Teer & Örtdrycker","","Jill Norman","Bonnier","1989","","","2016-06-18","0","","","9789134510654","","","Hardcover","No",""
"JFK","Jakten På Kennedys Mördare","Jim Garrison","FORUM","1992","","","2016-06-18","0","","","9789137101323","","","Hardcover","Yes",""
"Frälsaren","","Jo Nesbø","Bonnierförlagen","2007","","","2016-06-18","0","","","9789143024814","","","Hardcover","No",""
"Det Lockande Stålet","Bok 1","Joe Abercrombie","Damm","2009","The Blade Itself","","2016-06-18","0","","","9789173514965","","","Hardcover","No",""
"Det Lockande Stålet","Bok 2","Joe Abercrombie","Damm","2009","The Blade Itself","","2016-06-18","0","","","9789173514972","","","Hardcover","No",""
"Det Yttersta Argumentet","Bok 1","Joe Abercrombie","Damm","2011","Last Argument of Kings","","2016-06-18","0","","","9789173517324","","","Hardcover","No",""
"Det Yttersta Argumentet","Bok 2","Joe Abercrombie","",,"Last Argument of Kings","","2016-06-18","0","","","9789173517331","","","Hardcover","No",""
"En God Fiende","Bok 1","Joe Abercrombie","Damm F�rlag","2012","Best Served Cold","","2016-06-18","0","","","9789173518307","","","Hardcover","No",""
"En God Fiende","Bok 2","Joe Abercrombie","Damm","2012","Best Served Cold","","2016-06-18","0","","","9789173518314","","","Hardcover","No",""
"Man Bör Förlåta","Bok 1","Joe Abercrombie","Damm","2010","Before they are Hanged","","2016-06-18","0","","","9789173516501","","","Hardcover","No",""
"Man Bör Förlåta","Bok 2","Joe Abercrombie","Damm","2010","Before they are Hanged","","2016-06-18","0","","","9789173516518","","","Hardcover","No",""
"En Hjärtformad Ask","","Joe Hill","Prisma","2007","","","2016-06-18","0","","","9789151848358","","","","No",""
"Idun","sagan om Valhalla","Johanne Hildebrandt","FORUM","2003","","","2016-06-18","0","","","9789137121758","","","","No",""
"Den Ihålige Mannen","","John Dickson Carr","Bonnier","2001","","","2016-06-18","0","","","9789100575205","","","","No",""
"Det Krökta Gångjärnet","","John Dickson Carr","Bonnier","2002","","","2016-06-18","0","","","9789100579043","","","","No",""
"Brödraskapet","","John Grisham","Bonnier","2000","","","2016-06-18","0","","","9789100569259","","","","No",""
"Domen","","John Grisham","Bonnierf�rlagen","2004","","","2016-06-18","0","","","9789143023435","","","","No",""
"Försvararen","","John Grisham","Bonnierförl.","1999","","","2016-06-18","0","","","9789143021882","","","","No",""
"Ledarskapets Tao","Lao Tzus Tao Te Ching anpassad till en ny tid","John Heider","Wahlstrom & Widstrand","1990","","","2016-06-18","0","","","9789146158066","","","","No",""
"Ciderhusreglerna","","John Irving","Wahlstrom & Widstrand","1986","","","2016-06-18","0","","","9789146153559","","","","No",""
"En Bön För Owen Meany","","John Irving","Månpocket","1990","","","2016-06-18","0","","","9789176425909","","","","No",""
"Garp Och Hans Värld","","John Irving","Wahlstrom & Widstrand","1983","","","2016-06-18","0","","","9789146135999","","","","No",""
"3 X Smiley","","John Le Carre","Bonnier","1994","","","2016-06-18","0","","","9789100557843","","","","Yes",""
"Titan","","John Varley","Delta","1981","","","2016-06-18","0","","","9789172282506","","","","No",""
"Blodsband","","Jonathan Kellerman","Prisma","2003","","","2016-06-18","0","","","9789151840376","","","","No",""
"Mordboken","","Jonathan Kellerman","Prisma","2004","","","2016-06-18","0","","","9789151842134","","","Hardcover","No",""
"Mörkrets hjärta","novellen Pionjärerna","Joseph Conrad","Modernista","2008","","","2016-06-18","0","https://books.google.ru/books/content?id=GIVsBwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789185379064","","","","No","Mörkrets hjärta av Joseph Conrad brukar kallas den bästa korta roman som någonsin skrivits på engelska. Joséf Konrad Korzeniowski [1857-1924], född i ryska Ukraina av polska föräldrar, gick till sjöss som sjuttonåring och slutade som kapten i engelska handelsflottan. Efter en svår febersjukdom bosatte han sig i England och började skriva romaner. En av dem blev en odödlig klassiker: Mörkrets hjärta [1902], baserad på Conrads förstahandserfarenhet av den europeiska exploateringen av Kongo. Conrad skickades faktiskt en gång själv uppför Kongofloden för att leta upp en landsman på en handelsstation djupt inne i landet  även om nu denne inte hette Kurtz; som kom att bli en av historiens mest oförglömliga fiktiva gestalter, förkroppsligad av Marlon Brando i Francis Ford Coppolas filmatisering av romanen. Mörkrets hjärta utgör en brygga mellan 1800-talet och modernismen. Som äventyrsberättelse närmar den sig en mångtydig natur hos teman som sanning, moral och ondska, filtrerad genom en röst vars pålitlighet som uttolkare av händelseförloppet blir en öppen fråga för läsaren. I översättning av Margaretha Odelberg."
"God Som Guld","","Joseph Heller","Wahlstrom & Widstrand","1983","","","2016-06-18","0","","","9789146142843","","","Paperback","Yes",""
"Gud Vet","","Joseph Heller","Wahlstr�m &amp; Widstrand","1985","","","2016-06-18","0","","","9789146149477","","","Paperback","Yes",""
