"Title","Sub Title","Author","Publisher","Publication Year","Original Title","Original Subtitle","Purchase Date","My rating","Cover","Categories","ISBN","Took","Notes","Format","Read It","Description"
"Nånting Har Hänt","","Joseph Heller","Wahlström & Widstrand","1980","","","2016-06-18","0","","","9789146137634","","","Paperback","Yes",""
"Se Bilden","","Joseph Heller","Wahlstrom & Widstrand","1989","","","2016-06-18","0","","","9789146154761","","","Paperback","Yes",""
"Slutspel","","Joseph Heller","Gedin","1995","","","2016-06-18","0","","","9789179641658","","","","No",""
"Hollywood Station","","Joseph Wambaugh","Ordupplaget","2009","Hollywood Station","","2016-06-18","0","","","9789185785407","","","Hardcover","No",""
"Hollywoods Kråkor","","Joseph Wambaugh","Ordupplaget","2010","Hollywood Crows","","2016-06-18","0","","","9789185785452","","","Hardcover","No",""
"De Första Tolv","","Justin Cronin","Norstedt","2014","","","2016-06-18","0","","","9789113056494","","","","No",""
"Flickan Från Ingenstans","","Justin Cronin","Norstedt","2012","The Passage","","2016-06-18","0","","","9789113045474","","","Paperback","No",""
"Spegelstaden","","Justin Cronin","Norstedts",,"","","2018-04-21","0","https://books.google.com/books/content?id=m4k3DwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789113082790","","","","No","Efter Flickan från Ingenstans och De första tolv kommer nu Spegelstaden, den avslutande delen i Justin Cronins Passagetrilogi. En spillra av mänskligheten har överlevt den stora epidemin och klarat sig undan viralernas intåg (viraler är människor som blivit smittade av ett dödligt virus och påminner om vampyrer). De få överlevande människorna har nu bott på en skyddad plats i Texas i tjugo års tid och hunnit föröka sig och blivit några tusen. Efter att De första tolvs skräckvälde har störtats och de viraler som tillhörde dem tillintetgjorts (seriens andra del) lever människorna i tron att viralerna utrotats och de börjar så småningom flytta från sitt säkra muromgärdade område och breda ut sig över landet. Men det finns viraler kvar som håller sig gömda och bidar sin tid. Och fadern till De första tolv, Fanning, Noll kallad, har också överlevt. Hans raseri kan endast kväsas den dag då han kan förgöra Amy, Flickan från ingenstans, i ett sista slag mot mänskligheten. Amy har även hon smittats men vet att hon utsetts till att möta Noll i slaget mellan människorna och viralerna och hon förbereder sig nu på att utmana honom."
"Dikter","","Karin Boye","Bonnier","1994","","","2016-06-18","0","","","9789100550837","","","","No",""
"Dikter, Kallocain, Kris","","Karin Boye","Bonniers","1992","","","2016-06-18","0","","","9789100553333","","","","No",""
"Alvblodet","Femte boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1997","","","2016-06-18","0","","","9789100564377","","","Hardcover","No",""
"Blodsfränder","Tionde boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1999","","","2016-06-18","0","","","9789100568948","","","Hardcover","No",""
"Draktronen","Tredje boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1996","","","2016-06-18","0","","","9789100562380","","","Hardcover","No",""
"Elddraken","Elfte boken om det magiska landet Deverry","Katharine Kerr","Bonnier","2001","","","2016-06-18","0","","","9789100573348","","","Hardcover","No",""
"Guldfalken","Tolfte boken om det magiska landet Deverry","Katharine Kerr","Bonnier","2006","","","2016-06-18","0","","","9789100103026","","","Hardcover","No",""
"Häxvargen","Fjärde boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1996","","","2016-06-18","0","","","9789100563066","","","Hardcover","No",""
"Hökvingar","Sjunde boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1998","","","2016-06-18","0","","","9789100565657","","","Hardcover","No",""
"Järtecken","Sjätte boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1997","","","2016-06-18","0","","","9789100565237","","","Hardcover","No",""
"Korptider","Åttonde boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1998","","","2016-06-18","0","","","9789100565664","","","Hardcover","No",""
"Safirringen","Andra boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1995","","","2016-06-18","0","","","9789100560720","","","Hardcover","No",""
"Silverdolken","Första boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1995","","","2016-06-18","0","","","9789100559502","","","Hardcover","No",""
"Storkonungen","Nionde boken om det magiska landet Deverry","Katharine Kerr","Bonnier","1999","","","2016-06-18","0","","","9789100568931","","","Hardcover","No",""
"Konstnär I Den Flytande Världen","","Kazuo Ishiguro","Viva","1987","","","2016-06-18","0","","","9789161401598","","","","No",""
"Dödlig Strid","","Ken Follett","Bonnier","2005","","","2016-06-18","0","","","9789100107758","","","","No",""
"En Värld Utan Slut","","Ken Follett","Bonnier","2008","","","2016-06-18","0","","","9789100120399","","","Hardcover","No",""
"Svarta Fåglar","","Ken Follett","Bonnierförl.","2002","","","2016-06-18","0","","","9789143022810","","","","No",""
"Svärdet Och Spiran","Stormarnas Tid & Maktens Skördar","Ken Follett","Bonnier","1992","","","2016-06-18","0","","","9789100555153","","","Hardcover","No",""
"Den Brinnande Ugnen","","Kerstin Ekman","Bonnier","2002","","","2016-06-18","0","","","9789100579036","","","","No",""
"Arkiv X: Ruiner","","Kevin J. Anderson","Raben Prisma","1997","","","2016-06-18","0","","","9789151831213","","","Hardcover","No",""
"Nollpunkt","","Kevin J. Anderson","Raben Prisma","1996","","","2016-06-18","0","","","9789151830605","","","","No",""
"Tjugosju Sekundmeter, Snö","","Kjerstin Göransson-Ljungman","Bonnier","2001","","","2016-06-18","0","","","9789100574932","","","","No",""
"Konfucius Lilla Röda","","Konfucius","Asplund","1987","","","2016-06-18","0","","","9789151820958","","","","No",""
"Den Magiske Ingenjören","Del 1: Sökarna","L.E. Modesitt Jr","Damm","2009","","","2016-06-18","0","","","9789173515504","","","Hardcover","No",""
"Den Magiske Ingenjören","Del 2: Kraftmätningen","L.E. Modesitt Jr","Damm","2009","The Magic Engineer","","2016-06-18","0","","","9789173515719","","","Hardcover","No",""
"Lärlingstid","Ordningens Magi 1","L.E. Modesitt Jr","B. Wahlstrom","2007","","","2016-06-18","0","","","9789132333811","","","Hardcover","No",""
"Mästarprov","Ordningens Magi 2","L.E. Modesitt Jr","B. Wahlstrom","2007","","","2016-06-18","0","","","9789132333835","","","Hardcover","No",""
"Tornen I Solnedgången","Del 1: Stormmagiker","L.E. Modesitt Jr","Damm","2008","","","2016-06-18","0","","","9789173513753","","","Hardcover","No",""
"Tornen I Solnedgången","Del 2: Slaget Om Sörland","L.E. Modesitt Jr","Damm","2009","","","2016-06-18","0","","","9789173513746","","","Hardcover","No",""
"Svensk Maffia","en kartläggning av de kriminella gängen","Lasse Wierup","Norstedt","2008","","","2016-06-18","0","","","9789113020334","","","Paperback","No",""
"Svensk Maffia","fortsättningen","Lasse Wierup","ManPocket","2011","","","2016-06-18","0","","","9789172322417","","","Paperback","No",""
"Det Monstruösa Kvinnoregementet","","Laurie R. King","Rabén Prisma/Arleskär","1997","","","2016-06-18","0","","","9789151830575","","","Hardcover","No",""
"En Helig Dåre","","Laurie R. King","Rab","1996","","","2016-06-18","0","","","9789151829586","","","","No",""
"Farlig Begåvning","","Laurie R. King","tiden","1995","","","2016-06-18","0","","","9789155042004","","","","No",""
"Med Barn","","Laurie R. King","Rab�n Prisma/Arlesk�r","1997","","","2016-06-18","0","","","9789151831664","","","","No",""
"Faller Fritt Som I En Dröm","en roman om ett brott","Leif G.W. Persson","Bonnier","2007","","","2016-06-18","0","","","9789100116330","","","Hardcover","No",""
"Grisfesten","","Leif G.W. Persson","Bonnierf","2004","","","2016-06-18","0","","","9789143023220","","","","No",""
"Mellan Sommarens Längtan Och Vinterns Köld","","Leif G.W. Persson","Bonnier","2008","","","2016-06-18","0","","","9789100119607","","","","No",""
"Profitörerna","","Leif G.W. Persson","Piratforl.","2003","","","2016-06-18","0","","","9789164200945","","","","No",""
"Gåvan Från Stjärnorna","","Lennart Lidfors","FORUM","1991","","","2016-06-18","0","","","9789137100234","","","","No",""
"Och Himlens Vida Väv","","Lian Hearn","Bonnier Carlsen","2007","","","2016-06-18","0","","","9789163854880","","","","No",""
"På Kudde Av Gräs","","Lian Hearn","Bonnier Carlsen","2003","","","2016-06-18","0","","","9789163837272","","","","No",""
"Under Lysande Måne","","Lian Hearn","Bonnier Carlsen","2004","","","2016-06-18","0","","","9789163837432","","","","No",""
"Vid Hägerns Skarpa Skri","","Lian Hearn","Bonnier Carlsen","2006","","","2016-06-18","0","","","9789163853692","","","","No",""
"Över Näktergalens Golv","","Lian Hearn","Bonnier Carlsen","2003","","","2016-06-18","0","","","9789163826375","","","","No",""
"Aurian","Magikerns Saga 1","Maggie Furey","Richter","1995","","","2016-06-18","0","","","9789177051268","","","Hardcover","No",""
"Aurians Flykt","Magikerns Saga 2","Maggie Furey","Richter","1995","","","2016-06-18","0","","","9789177051503","","","","No",""
"Dhiammara","Magikerns Saga 8","Maggie Furey","Richter","1997","","","2016-06-18","0","","","9789177051626","","","","No",""
"Eldens Svärd","Magikerns Saga 6","Maggie Furey","Richter","1997","","","2016-06-18","0","","","9789177051589","","","","No",""
"I Fjärran Land","Magikerns Saga 5","Maggie Furey","Richter","1996","","","2016-06-18","0","","","9789177051565","","","","No",""
"Jordens Stav","Magikerns Saga 3","Maggie Furey","Richter","1996","","","2016-06-18","0","","","9789177051527","","","","No",""
"Vindens Harpa","Magikerns Saga 4","Maggie Furey","Richter","1996","","","2016-06-18","0","","","9789177051541","","","","No",""
"Återfödelsens Kittel","Magikerns Saga 7","Maggie Furey","Richter","1997","","","2016-06-18","0","","","9789177051602","","","","No",""
"Den vedervärdige mannen från Säffle","","Maj Sjöwall, Per Wahlöö","",,"","","2018-04-21","0","https://books.google.com/books/content?id=fjG_jwEACAAJ&printsec=frontcover&img=1&source=gbs_api","","9789175790817","","","","No",""
"Alvstjärna","Dödens Port 2","Margaret Weis; Tracy Hickman","Bonnier","1997","","","2016-06-18","0","","","9789100563585","","","Hardcover","No",""
"Den Grå Diamanten","Draksommar 1","Margaret Weis; Tracy Hickman","B. Wahlstrom","2004","","","2016-06-18","0","","","9789132329692","","","Hardcover","No",""
"Drakarnas Natt","Draklanskrönikan 2","Margaret Weis; Tracy Hickman","B. Wahlstrom","1998","","","2016-06-18","0","","","9789132322402","","","Hardcover","No",""
"Drakvingar","Dödens Port 1","Margaret Weis; Tracy Hickman","Bonnier","1997","","","2016-06-18","0","","","9789100563578","","","Hardcover","No",""
"Drakvinter","Draklanskrönikan 3","Margaret Weis; Tracy Hickman","B. Wahlstrom","1998","","","2016-06-18","0","","","9789132322815","","","Hardcover","No",""
"Drakvår","Draklanskrönikan 5","Margaret Weis; Tracy Hickman","B. Wahlstrom","1999","","","2016-06-18","0","","","9789132323751","","","Hardcover","No",""
"Eldhav","Dödens Port 3","Margaret Weis; Tracy Hickman","Bonnier","1998","","","2016-06-18","0","","","9789100563592","","","Hardcover","No",""
"Hoppets Drakar","Draklanskrönikan 4","Margaret Weis; Tracy Hickman","B. Wahlstrom","1999","","","2016-06-18","0","","","9789132323744","","","Hardcover","No",""
"Höstmörkrets Drakar","Draklanskrönikan 1","Margaret Weis; Tracy Hickman","B. Wahlstrom","1997","","","2016-06-18","0","","","9789132321658","","","Hardcover","No",""
"Kaos Hämnd","Draksommar 3","Margaret Weis; Tracy Hickman","B. Wahlstrom","2004","","","2016-06-18","0","","","9789132329876","","","Hardcover","No",""
"Ormmagi","Dödens Port 4","Margaret Weis; Tracy Hickman","Bonnier","1998","","","2016-06-18","0","","","9789100566807","","","Hardcover","No",""
"Resan Mot Tidens Slut","Den Fallna Solens Drakar 3","Margaret Weis; Tracy Hickman","B. Wahlstrom","2005","","","2016-06-18","0","","","9789132332098","","","Hardcover","No",""
"Silvanestis Härskare","Den Fallna Solens Drakar 2","Margaret Weis; Tracy Hickman","B. Wahlstrom","2005","","","2016-06-18","0","","","9789132331732","","","Hardcover","No",""
"Storm Över Ansalon","Den Fallna Solens Drakar 1","Margaret Weis; Tracy Hickman","B. Wahlstrom","2005","","","2016-06-18","0","","","9789132331343","","","Hardcover","No",""
"Tempelstaden","Draklanslegenderna 2","Margaret Weis; Tracy Hickman","B. Wahlstrom","2001","","","2016-06-18","0","","","9789132326127","","","Hardcover","No",""
"Tidens Härskare","Draklanslegenderna 3","Margaret Weis; Tracy Hickman","B. Wahlstrom","2002","","","2016-06-18","0","","","9789132326820","","","Hardcover","No",""
"Trolldomsmästarens Återkomst","Draksommar 2","Margaret Weis; Tracy Hickman","B. Wahlstrom","2004","","","2016-06-18","0","","","9789132329869","","","Hardcover","No",""
"Tvillingarnas Krig","Draklanslegenderna 4","Margaret Weis; Tracy Hickman","B. Wahlstrom","2002","","","2016-06-18","0","","","9789132326837","","","Hardcover","No",""
"Tvillingarnas Sista Prövning","Draklanslegenderna 5","Margaret Weis; Tracy Hickman","B. Wahlstrom","2003","","","2016-06-18","0","","","9789132327766","","","Hardcover","No",""
"Tvillingarnas Tidevarv","Draklanslegenderna 1","Margaret Weis; Tracy Hickman","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132324840","","","Hardcover","No",""
"Gudfadern","","Mario Puzo","PAN/Norstedt","1991","","","2016-06-18","0","","","9789119121219","","","","No",""
"Hasard","","Mario Puzo","Norstedt","1985","","","2016-06-18","0","","","9789118522116","","","","No",""
"Last Don","","Mario Puzo","Arrow","1997","","","2016-06-18","0","","","9780749310905","","","Paperback","No",""
"Sicilianaren","","Mario Puzo","Norstedt","1985","","","2016-06-18","0","","","","","","Hardcover","No",""
"Albions Skogar","Sagan Om Avalon","Marion Zimmer Bradley","Raben Prisma","1997","","","2016-06-18","0","","","9789151830094","","","Hardcover","No",""
"Avalons Dimmor","","Marion Zimmer Bradley","Norstedt","1989","","","2016-06-18","0","","","9789118921315","","","Softcover","Yes",""
"Avalons Härskarinna","Sagan Om Avalon","Marion Zimmer Bradley","Raben Prisma","1997","","","2016-06-18","0","","","9789151832340","","","Hardcover","No",""
"Facklan","","Marion Zimmer Bradley","Bra B�cker","1992","","","2016-06-18","0","","","9789171330758","","","Hardcover","No",""
"Magikerns Dotter","","Marion Zimmer Bradley","Raben Prisma","1998","","","2016-06-18","0","","","9789151833255","","","Hardcover","No",""
"De Gyllene Häxornas Folk","","Mary Gentle","FORUM","1996","","","2016-06-18","0","","","9789137108636","","","","No",""
"Kvinnojägaren","","Masako Togawa","Bergh","1988","","","2016-06-18","0","","","9789150209181","","","Hardcover","No",""
"Slottet Gormenghast","","Mervyn Peake","PAN/Norstedt","1996","","","2016-06-18","0","","","9789119604811","","","","No",""
"Titus Rymlingen","","Mervyn Peake","PAN/Norstedt","1996","","","2016-06-18","0","","","9789119604910","","","","No",""
"Titus Tronföljaren","","Mervyn Peake","PAN/Norstedt","1996","","","2016-06-18","0","","","9789119605016","","","","No",""
"Blodspår","","Michael Connelly","Pan","2002","","","2016-06-18","0","","","9789172633087","","","","No",""
"Dödens Stad","","Michael Connelly","Bonnierf","2005","City of Bones","","2016-06-18","0","","","9789143023596","","","Hardcover","No",""
"Fallet Avslutat","","Michael Connelly","Norstedt","2006","The Closers","","2016-06-18","0","","","9789113015262","","","","No",""
"Fällan","","Michael Connelly","Pan","2006","The Narrows","","2016-06-18","0","","","9789172637375","","","Softcover","No",""
"I Lagens Limo","","Michael Connelly","Norstedt","2007","The Lincoln Lawyer","","2016-06-18","0","","","9789113015880","","","Hardcover","No",""
"Poeten","","Michael Connelly","M�npocket","2001","","","2016-06-18","0","","","9789176437704","","","Paperback","Yes",""
"Räven","","Michael Connelly","Norstedt","2009","Echo Park","","2016-06-18","0","","","9789113020396","","","","No",""
"Skuggspel","","Michael Connelly","Pan","2006","","","2016-06-18","0","","","9789172636828","","","","No",""
"Svart Eko","","Michael Connelly","Pan","2003","","","2016-06-18","0","","","9789172634534","","","","No",""
"Svart Is","","Michael Connelly","Pan","2004","","","2016-06-18","0","","","9789172634589","","","","No",""
"Mörkrets Väg","","Michael Cox","Bonnier","2007","The Meaning of Night","","2016-06-18","0","","","9789100108953","","","Hardcover","No",""
"Den Oändliga Historien","","Michael Ende","Bergh","1987","","","2016-06-18","0","","","9789150208443","","","","No",""
"En Främmande Hetta","","Michael Moorcock","Delta","1979","","","2016-06-18","0","","","9789172282018","","","Hardcover","Yes",""
"Landet Bortom Tiden","","Michael Moorcock","Delta","1984","","","2016-06-18","0","","","9789172283404","","","Hardcover","Yes",""
"Mästaren Och Margarita","","Michail Afanasevic Bulgakov","PAN/Norstedt","1991","","","2016-06-18","0","","","9789119128515","","","","No",""
"Det Vita Gardet","","Michail Bulgakov","Norstedts","1989","B�laja Gvardija","","2016-06-18","0","","","9118913520","","","Hardcover","No",""
"Amerikanska Gudar","","Neil Gaiman","FORUM","2003","","","2016-06-18","0","","","9789137122274","","","","No",""
"Neverwhere","","Neil Gaiman","FORUM","1998","","","2016-06-18","0","","","9789137111476","","","","No",""
"Stjärnstoft","","Neil Gaiman","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132325410","","","","No",""
"Tre Kan Bevara En Hemlighet...","...Om Två Av Dem Är Döda","Nelson DeMille; Lillemor Binett","Bonnierförl.","1998","Plum Island","","2016-06-18","0","","","9789143021684","","","Hardcover","No",""
"Den Stora Fredens Krig","","Niklas Krog","Raben & Sjogren","2004","","","2016-06-18","0","","","9789129661583","","","","No",""
"En Härskares Själ","","Niklas Krog","Raben & Sjögren","2001","","","2016-06-18","0","","","9789129648485","","","","No",""
"En Krigares Hjärta","","Niklas Krog","Raben & Sjögren","1999","","","2016-06-18","0","","","9789129646351","","","","No",""
"En Magikers Styrka","","Niklas Krog","Raben & Sjogren","1999","","","2016-06-18","0","","","9789129646467","","","","No",""
"Krigarens Väg","","Niklas Krog","Raben & Sjogren","2007","","","2016-06-18","0","","","9789129666953","","","","No",""
"Nekromantikerns Ensamhet 1","Svärdens Väktare 6","Nikolai Perumov","Coltso","2011","","","2016-06-18","0","","","9789186437350","","","Paperback","Yes",""
"Nekromantikerns Ensamhet 2","Svärdens Väktare 7","Nikolai Perumov","Coltso","2012","","","2016-06-18","0","","","9789186437671","","","Paperback","Yes",""
"Nekromantikerns Krig 1 Debut","Svärdens Väktare 8","Nikolai Perumov","Coltso","2013","","","2016-06-18","0","","","9789187219375","","","Paperback","Yes",""
"Nekromantikerns Krig 2","Svärdens Väktare 9","Nikolai Perumov","Coltso","2014","","","2016-06-18","0","","","9789187219849","","","Paperback","Yes",""
"Nekromantikerns Krig 3","Svärdens Väktare 10","Nikolai Perumov","","2015","","","2016-06-20","0","","","","","","","No",""
"Nekromantikerns Krig 4 - Final","Svärdens Väktare 11","Nikolai Perumov","",,"","","2016-07-25","0","","","9789187893124","","","pocket","No",""
"Nekromantikerns Krig 5 Final","Svärdens Väktare 12","Nikolai Perumov","",,"","","2017-07-14","0","https://books.google.com/books/content?id=tuTbjwEACAAJ&printsec=frontcover&img=1&source=gbs_api","","9789187893155","","","","No",""
"Svarta lansen","Mörkrets Ring 2","Nikolai Perumov","","2014","","","2016-10-09","0","","","9789187893063","","","","No",""
"Alvklingan","Mörkrets Ring 1","Nikolaj Danilovic Perumov","Coltso","2011","","","2016-06-18","0","","","9789186437381","","","","No",""
"Diamantsvärdet Och Träsvärdet 2","Svärdens Väktare 2","Nikolaj Danilovic Perumov","Ersatz","2009","","","2016-06-18","0","","","9789186437015","","","Paperback","Yes",""
"Diamantsvärdet Och Träsvårdet 1","Svärdens Väktare 1","Nikolaj Danilovic Perumov","Ersatz","2009","","","2016-06-18","0","","","9789186437008","","","Paperback","Yes",""
"Nekromantikerns Flykt","Svärdens Väktare 5","Nikolaj Danilovic Perumov","Ersatz","2009","","","2016-06-18","0","","","9789186437046","","","Paperback","Yes",""
"Nekromantikerns Födelse","Svärdens Väktare 3","Nikolaj Danilovic Perumov","Ersatz","2009","","","2016-06-18","0","","","9789186437022","","","Paperback","Yes",""
"Nekromantikerns Irrfärder","Svärdens Väktare 4","Nikolaj Danilovic Perumov","Ersatz","2009","","","2016-06-18","0","","","9789186437039","","","Paperback","Yes",""
"De Nakna Och De Döda","","Norman Mailer","Bonnier","1987","","","2016-06-18","0","","","9789100472887","","","","No",""
"Patrioten","","Norman Mailer","Natur och kultur","1994","","","2016-06-18","0","","","9789127032255","","","","No",""
"Stjärnskaparen","","Olaf Stapledon","Delta","1978","","","2016-06-18","0","","","9789172281844","","","","No",""
"Alvin Gesällen","","Orson Scott Card","Bonnier","1997","Alvin Journeyman","","2016-06-18","0","","","9100564230","","","Hardcover","No",""
"Alvin Lärlingen","","Orson Scott Card","Bonnier","1996","Prentice Alvin","","2016-06-18","0","","","9100563072","","","Hardcover","No",""
"Enders Spel","","Orson Scott Card","Bra B�cker","1998","","","2016-06-18","0","","","9789171334121","","","Paperback","Yes",""
"Profeten","","Orson Scott Card","Bonnier","1996","Red Prophet","","2016-06-18","0","","","9789100562397","","","Hardcover","No",""
"Sjunde Sonen","","Orson Scott Card","Bonnier","1995","Seventh Son","","2016-06-18","0","","","9789100559731","","","Hardcover","No",""
"Besvärjerskan Och Svanen","","Patricia A. McKillip","B. Wahlstrom","1997","","","2016-06-18","0","","","9789132321375","","","","No",""
"Dotter Till Eld Och Hav","Stjärnbäraren Från Hed 2","Patricia A. McKillip","B. Wahlstrom","1995","","","2016-06-18","0","","","9789132319914","","","Hardcover","No",""
"Gåtmästaren","Stjärnbäraren Från Hed 1","Patricia A. McKillip","B. Wahlstrom","1995","","","2016-06-18","0","","","9789132319402","","","Hardcover","No",""
"Harpospel I Vinden","Stjärnbäraren Från Hed 3","Patricia A. McKillip","B. Wahlstrom","1996","","","2016-06-18","0","","","9789132320590","","","Hardcover","No",""
"Svanen Och Eldfågeln","","Patricia A. McKillip","B. Wahlstrom","1998","","","2016-06-18","0","","","9789132322396","","","","No",""
"Indicier","","Patricia D. Cornwell","PAN/Norstedt","1999","Body of evidence","","2016-06-18","0","","","9789172630222","","","Hardcover","No",""
"En Vis Mans Fruktan Del 1","Berättelsen Om Kungadråparen, Dag 2","Patrick Rothfuss","Damm","2011","The Wise Man's Fear","","2016-06-18","0","","","9789173517744","","","","No",""
"En Vis Mans Fruktan Del 2","Berättelsen Om Kungadråparen, Dag 2","Patrick Rothfuss","Damm","2011","The Wise Man's Fear","","2016-06-18","0","","","9789173517751","","","","No",""
"Vindens Namn Del 1","","Patrick Rothfuss","Damm F�rlag AB","2011","The Name Of The Wind","","2016-06-18","0","","","9789173513791","","","Hardcover","No",""
"Vindens Namn Del 2","","Patrick Rothfuss","Ponto pocket","2009","","","2016-06-18","0","","","9789173514675","","","Hardcover","No",""
"New York-Trilogin","","Paul Auster","M�npocket","1999","","","2016-06-18","0","","","9789176435663","","","","No",""
"Berättelsen Om O","","Pauline Reage","Norstedt","1991","","","2016-06-18","0","","","9119117620","","","Hardcover","No",""
"Våra Bästa Svampar","","Pelle Holmberg","Raben & Sjögren","1985","","","2016-06-18","0","","","9789129572438","","","","No",""
"Svarthuset","","Peter May","Modernista","2013","","","2016-06-18","0","","","9789174992885","","","","No",""
"I Djävulens Sällskap","","Peter Robinson","ManPocket","2008","Friend Of The Devil","","2016-06-18","0","","","9789170016615","","","Paperback","No",""
"Kall Som Graven","","Peter Robinson","Minotaur","2008","Cold is the grave","","2016-06-18","0","","","9789185283231","","","Hardcover","No",""
"Mörkrets Alla Färger","","Peter Robinson","Minotaur","2009","All the colours of darkness","","2016-06-18","0","","","9789185419043","","","Hardcover","No",""
"När musiken tystnar","","Peter Robinson","Bokförlaget Forum",,"","","2018-04-21","0","https://books.google.com/books/content?id=mAaeCwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789137148717","","","","No","Ny bladvändare med kommissarie Banks En mörk natt kastas en tonårsflicka ut ur en skåpbil mitt i ingenstans efter en gängvåldtäkt. Naken, illa åtgången efter de brutala övergreppen och med svåra fallskador försöker hon ta sig till en gård hon ser i fjärran. Men hon hinner inte långt. En ny bil stannar och hon hoppas få hjälp, men istället blir hon brutalt ihjälslagen på platsen. Mördaren är inte någon av våldtäktsmännen. Det är upptakten till den svåra utredning som leds av Alan Banks kollega Annie Cabbot. Cabbot får hand om fallet tillsammans med den ambitiösa nykomlingen Gerry Masterson, allt under överseende av Alan Banks som nu är kriminalkommissarie. Parallellt med detta tar sig Banks själv motvilligt an en gammal våldtäktsanmälan från 1967. En kvinna som nu är i 60-årsåldern träder fram med anklagelser mot en av dåtidens hyllade TV-personligheter. Trots Banks motvilja mot att ta upp ett så stenkallt gammalt fall går han med på att träffa offret, som idag är en välkänd poet. Och snart är han ändå djupt engagerad i den känsliga sexualbrottsutredningen. Robinsons 15:e bok om Alan Banks är en bladvändare med mörka historier om utsatthet och övergrepp. Översättare: Carla Wiberg, Omslagsformgivare: Fredrik Stjernfeldt"
"Koko","","Peter Straub","M�npocket","1992","","","2016-06-18","0","","","9789176426944","","","","No",""
"Mannen I Det Höga Slottet","","Philip K. Dick","Kindberg","1979","The Man in the high Castle","","2016-06-18","0","","","9789185668144","","","Softcover","Yes",""
"Tidsskredet","","Philip K. Dick","Kindberg","1979","Martian Time-Slip","","2016-06-18","0","","","9789185668038","","","Softcover","No",""
"När Demonen Vaknar","","R.A. Salvatore","FORUM","1997","","","2016-06-18","0","","","9789137111827","","","","No",""
"Den Illustrerade Mannen","","Ray Bradbury","Norstedt","1986","","","2016-06-18","0","","","9789118620812","","","","No",""
"Den Kalla Vinden Och Den Varma","","Ray Bradbury","","1973","","","2016-06-18","0","","","9789117213411","","","","No",""
"Fahrenheit 451","","Ray Bradbury","Norstedt","1989","Fahrenheit 451","","2016-06-18","0","","","9118913423","","","Hardcover","No",""
"Invasion På Mars","","Ray Bradbury","Norstedt","1986","","","2016-06-18","0","","","9789118620713","","","","No",""
"Oktoberlandet","","Ray Bradbury","Norstedt","1986","","","2016-06-18","0","","","9789118620614","","","","No",""
"Grannar","","Raymond Carver","","1991","","","2016-06-18","0","","","9120151268","","","Hardcover","Yes",""
"Långt Farväl","","Raymond Chandler","Bonnier","2001","","","2016-06-18","0","","","9789100575212","","","","No",""
"Barbaren","Imperiets Dotter 3","Raymond E. Feist","B. Wahlstrom","1996","Servant Of The Empire","","2016-06-18","0","","","9789132321061","","","Hardcover","Yes",""
"Demonkungens Vrede","Ormkrigskrönikan 3","Raymond E. Feist","B. Wahlstrom","1999","Rage Of A Demon King","Book Three Of The Serpentwar Saga","2016-06-18","0","","","9789132324406","","","Hardcover","Yes",""
"Den Galne Gudens Drpm","Ormkrigskrönikan 6","Raymond E. Feist","B. Wahlstrom","2001","","","2016-06-18","0","","","9789132325922","","","Hardcover","Yes",""
"Den Mörkaste Av Världar","Bärare Av Ondska 2","Raymond E. Feist","Damm","2009","Into A Dark Realm","","2016-06-18","0","","","9789173514668","","","Hardcover","No",""
"Den Unge Hämnaren","Skuggornas Väktare 2","Raymond E. Feist","B. Wahlstrom","2007","King Of Foxes","","2016-06-18","0","","","9789132334153","","","Hardcover","No",""
"Det Förbjudna","Imperiets Dotter 6","Raymond E. Feist","B. Wahlstrom","1997","","","2016-06-18","0","","","9789132321634","","","Hardcover","Yes",""
"Eldprovet","Krondors Söner 3","Raymond E. Feist","B. Wahlstrom","2006","","","2016-06-18","0","","","9789132332760","","","Hardcover","No",""
"En Värld I Aska","Ormkrigskrönikan 5","Raymond E. Feist","B. Wahlstrom","2000","Shards Of A Broken Crown","Book Four Of The Serpentwar Saga","2016-06-18","0","","","9789132324772","","","Hardcover","Yes",""
"Gudadråparen","Bärare Av Ondska 3","Raymond E. Feist","Damm","2010","Wrath Of A Mad God","","2016-06-18","0","","","9789173516891","","","Hardcover","No",""
"Hertigen Av Olasko","Skuggornas Väktare 3","Raymond E. Feist","Damm","2008","Exile's Return","","2016-06-18","0","","","9789173513081","","","Hardcover","No",""
"Hökens Budskap","Skuggornas Väktare 1","Raymond E. Feist","B. Wahlstrom","2007","Talon Of The Silver Hawk","","2016-06-18","0","","","9789132334115","","","Hardcover","No",""
