"Title","Sub Title","Author","Publisher","Publication Year","Original Title","Original Subtitle","Purchase Date","My rating","Cover","Categories","ISBN","Took","Notes","Format","Read It","Description"
"Lone Wolf and Cub Volume 11: Talisman of Hades","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=wIDoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","The #1-selling graphic-novel sensation continues! The Lone Wolf and his cub, father and son, are separated by the hatred of the Yagyu -- and the path to togetherness is lined with blood and honor. As Ogami continues his search for little Daigoro, he must battle deadly Yagyu assassins and aspiring, cocky samurai. He prepares to give them a taste of his blade... Meanwhile, Daigoro visits a crazed old woman living under a bridge, and teaches her a valuable lesson. In these and other stories in this volume, Lone Wolf and Cub continue to unlock the mystery of the Yagyu, one step closer to the truth behind his quest for vengeance. Prepare for more legendary action, in a handy size that fits in your back pocket! This volume contains the following stories: Talisman of Hades Ailing Star Thirteen Strings A Poem for the Grave"
"Lone Wolf and Cub Volume 12: Shattered stones","","Kazuo Koike, Goseki Kojima, Dana Lewis","",,"","","2016-10-09","0","https://books.google.ru/books/content?id=Oo8qAAAAYAAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","","","","","No","A woman driven to insanity by the murder of her child, and the horribly burned husband seeking revenge; unseen samurai under the thumb of a power-hungry woman; a beggar ronin seeking the downfall of his greedily ambitious wife; a good-for-nothing beggar willing to use a child to make easy money; a lady magician threatened by swindling gangsters - all of these people have something in common - the need to regain their honor, and this quest almost always means death. Ogami Itto, a wandering ronin on a road to vengeance, has been paid to put these folks back on that path, at any cost. For this grim samurai and his infant son, there is nothing left in this world except honor, vengeance, death, and blood. Fortunately, there's plenty of each to go around..."
"Lone Wolf and Cub Volume 13: The Moon in the East, The Sun in the West","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=CoHoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","Yagyu Retsudo is a man on fire. For years he's been planning the destruction of Ogami Itto, the Lone Wolf. Ogami is a one-man army, having cut down all of Yagyu's sons -- except one, who's been sent to avenge his brothers or die trying! Meanwhile, the toughest cop in Edo, now retired, has the chance to take in the killer of a lifetime, Ogami himself. But is he up to the task? And Daigoro, the Wolf's cub, finds himself in adventures of his own, befriending a rich family and their spoiled son, and mysterious female falconers! It's all in a day's work for Lone Wolf and Cub... Don't miss out on the best-selling graphic novels of the year and a series that belongs on every bookshelf! This volume contains the following stories: The Moon in the East, the Sun in the West ""Marohoshi"" Mamesho Spoiling Daigoro The Hojiro Yagyu The Bird Catchers"
"Lone Wolf and Cub Volume 14: Day of the demons","","Kazuo Koike, Goseki Kojima, Dana Lewis","",,"","","2016-10-09","0","https://books.google.ru/books/content?id=mosqAAAAYAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","As the flames draw nearer, the fire gets hotter. Ronin assassin Ogami Itto seeks to learn what's written on the secret messages from the corrupt Yagyu clan to the Shogun, and leaves a river of blood in his path. Elsewhere, a shamed woman attempts to force her husband to name his own child, but his job and honor stand in the way. Daigoro makes a new friend in another samurai fated to seppuku - ritual suicide - and defends the honor of a young playmate. The world keeps turning as the Lone Wolf and his Cub wander the land seeking revenge and answers, the questions to which are written in blood and ink."
"Lone Wolf and Cub Volume 15: Brothers of the Grass","","Kazuo Koike, Goseki Kojima","",,"","","2016-10-09","0","https://books.google.ru/books/content?id=0YoqAAAAYAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","Lone Wolf and Cub Vol. 15"
"Lone Wolf and Cub Volume 16: The Gateway into Winter","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=poToAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 17: The Will of the Fang","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=X4XoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 18: Twilight of the Kurokuwa","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=FYXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 19: The Moon in Our Hearts","","Kazuo Koike","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=h4boAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","The Eisner and Harvey Award-winning series continues! The time for delay is past. Itto Ogami and Daigoro are headed for Edo, to face Retsudo of the Yagyu once and for all! Stalked by bounty hunters and killers after their reward money, the Lone Wolf now faces deadlier enemies still. Retsudo has called out the nation's most accomplished rifleman, and dispatched a cannon-laden man of war, to intercept the father and son as they navigate treacherous cliffs and the high seas of Japan!"
"Lone Wolf and Cub Volume 2: The Gateless Barrier","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=nWup_7LbNPwC&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","The epic continues! Among the five stories in this issue: Cub has been captured while Lone Wolf lies unconscious! All of Cub's captors are cruel, all but the osue (the lowest maid). But her help may be her undoing. The household waits for the feared Lone Wolf to come looking for his son...and when he does...pick up Volume Two to find out what happens -- plus four other great stories, as this classic epic continues! This volume includes the following stories: Red Cat The Coming of the Cold Tragic O-Sue The Gateless Barrier Winter Flower"
"Lone Wolf and Cub Volume 20: A Taste of Poison","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=gYToAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 21: Fragrance of Death","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=8IToAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 22: Heaven and Earth","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=84XoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 23: Tears of Ice","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=zoXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 24: In These Small Hands","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=OoXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 25: Perhaps in Death","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=qYXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 26: Struggle in the Dark","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=hIXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 27: Battle's Eve","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=GYboAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 28: The Lotus Throne","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=y4ToAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No",""
"Lone Wolf and Cub Volume 3: The Flute of The Fallen Tiger","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=snMIL5c5I9AC&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","Join renegade samurai Itto Ogami and his infant son, Daigoro, in five more adventures on the dark road to Hell. What do three mysterious Shogunate assassins, a street entertainer, and the crests of the dead have in common? ""The Baby Cart Wolf"" continues his dealing of death for gold and encounters one ronin who is bent on putting a stop to his journey. Will he succeed? Follow the monthly adventures of Lone Wolf and Cub, one of the true classics of comics literature, available in America for the first time in over a decade! This volume contains the following stories: The Flute of the Fallen Tiger Half Mat, One Mat, A Fistful of Rice The White Path Between the Rivers The Virgin and the Whore Close Quarters"
"Lone Wolf and Cub Volume 4: Bell Warden","","Kazuo Koike, Goseki Kojima","",,"","","2016-10-09","0","https://books.google.ru/books/content?id=aYoqAAAAYAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","A stoic Ronin wanders the countryside of ancient Japan, carting his small child in a vessel that more than meets the eye, with a banner to advertise: son for hire, sword for hire."
"Lone Wolf and Cub Volume 5: Black Wind","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=m19hLOsvyNsC&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","This volume contains five powerful, classic tales of the assassin Itto Ogami, the Lone Wolf, as he continues his journey to hell. The Yagyu clan, fearful of the growing legend surrounding Lone Wolf, has decided to protect itself by sending its own assassin after him, and later pit the greatest swordsman of a rival clan against him. Also, Lone Wolf must face the leader of a bounty-hunting gang who seeks revenge against Ogami for slaying his young lord years ago, and a master gunsmith who values the art of warfare above all else and will change his life forever. Don't miss a single volume of the acclaimed epic series that belongs on every bookshelf: Lone Wolf and Cub. This volume contains the following stories: Trail Markers Executioner's Hill Black Wind Decapitator Asemon The Guns of Sakai"
"Lone Wolf and Cub Volume 6: Lanterns for the Dead","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=CiZJRjddAf4C&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","The legend of Lone Wolf and Cub continues to grow in this latest chapter of Koike and Kojima's epic samurai masterpiece chronicling the wanderings of Japan's deadliest assassin, Itto Ogami, and his infant son, Daigoro. In this volume, Ogami takes on the most dangerous killer of the countryside, foils the plans of a deceptive gambling troupe, tricks an evil lord into exposing his weak underbelly, and pits himself against the Shogun's dangerous and deadly Kurokawa ninja! Drawing extensively from Sun Tzu's The Art of War, and featuring the saddest puppy-dog story ever published, this must-have volume is packed with action and emotion. This volume contains the following stories: Lanterns for the Dead Deer Chaser Hunger Town The Soldier is the Castle One Stone Bridge"
"Lone Wolf and Cub Volume 7: Cloud Dragon, Wind Tiger","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=XjKD1_zYYiMC&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","There is more than just blood between parent and child. Itto Ogami and his son Daigoro have seen more blood flowing from more bodies than anyone in Edo, but what connects them is their spirit and path. In this collection of classic stories, Itto must protect a young girl after her family is destroyed by a cunning courtesan. Meanwhile, Itto's arch-enemy, Yagyu Retsudo, has sent the civilian police force to round up the Lone Wolf as a common criminal, and before long, Daigoro is coincidentally tangled in a messy pair of crimes. And, most dramatically, Itto returns to the scene of one of his past executions to enter a tender and honorable sword fight against an executed lord's former retainer. This volume contains the following stories: Dragnet Night Stalker Cloud Dragon, Wind Tiger Inn of the Last Chrysanthemum Penal Code Article Seventy-Nine"
"Lone Wolf and Cub Volume 8: Chains of Death","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=9FyTD_cudjgC&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","The journey of vengeance in blood and honor continues. Under the itinerant thumb of Yagyu Retsudo, the Shogun's secret ninja warriors, the Kurokuwa clan, attempt to ensnare Ogami. Can the Lone Wolf break the chains? If so, there are many in line behind Yagyu waiting to challenge the masterful swordsman, such as a vengeful widow, numerous police, and the freezing cold of winter itself. Plus, read the story of Ogami's rise to the position of the Shogun's Officer of Death, feel the seething root of Retsudo Yagyu's bitterness against Ogami, and watch Ogami teach a proud thief about true honor and the wages of deception. Five action-packed chapters, including never-before-translated material, are included in the latest volume of this classic series. Read it on the bullet train to Edo! This volume contains the following stories: Tidings of the Geese The Frozen Crane Chains of Death The Infinite Path Thread of Tears Beku-no-ji"
"Lone Wolf and Cub Volume 9: Echo of the Assassin","","Kazuo Koike, Goseki Kojima","Dark Horse Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=ZnBuHUI65n8C&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","","","","","No","Water, death, and angry ninja take the foreground in this exciting volume of the legendary Lone Wolf and Cub series! A pitiful ferryboat girl discovers the tragic ways of ""A Wife of the Heart,"" as the Lone Wolf, Ogami Itto, stands against the man she loves. In ""Wayward Swords,"" a rogue swordsman-for-hire learns a valuable lesson about Bushido, the Way of the Warrior, from the Lone Wolf. Afterwards, Ogami once again must face the treachery of the Kurokuwa ninja clan, then becomes a river porter to foil the secret plans of his enemy, the Yagyu clan, and in doing so declares war against them all! The Lone Wolf's actions lead to a nationwide manhunt and an epic, bloody battle unlike any in comics. Don't dare miss a volume of the series that belongs on every bookshelf: Lone Wolf and Cub. This volume contains the following stories: Wife of the Heart Wandering Samurai Echo of the Assassin Naked Worms The Yagyu Letter: Prologue"
"Låg Ribba","","Bud Grace","",,"","","2016-10-09","0","","","9789188966230","","","","No",""
"New Lone Wolf & Cub Volume 1","","Kazuo Koike; Mori, Hideki","Dark Horse Manga","2000","","","2016-06-18","0","","","9781593076498","","","Paperback","No",""
"New Lone Wolf & Cub Volume 10","","Kazuo Koike, Hideki Mori","",,"","","2018-04-21","0","","","9781616553654","","","","No",""
"New Lone Wolf & Cub Volume 11","","Kazuo Koike, Hideki Mori","",,"","","2018-04-21","0","","","9781616553661","","","","No",""
"New Lone Wolf & Cub Volume 2","","Kazuo Koike; Mori, Hideki","Dark Horse Manga","2014","","","2016-06-18","0","","","9781616553579","","","Paperback","No",""
"New Lone Wolf & Cub Volume 3","","Koike Kazuo; Mori Hideki","Dark Horse Manga","2000","","","2016-06-18","0","","","9781616553586","","","Paperback","No",""
"New Lone Wolf & Cub Volume 5","","Kazuo Koike, Hideki Mori","",,"","","2018-04-21","0","","","6781046553609","","","","No",""
"New Lone Wolf & Cub Volume 6","","Kazuo Koike, Hideki Mori","",,"","","2018-04-21","0","","","9781616553616","","","","No",""
"New Lone Wolf & Cub Volume 7","","Kazuo Koike, Hideki Mori","",,"","","2018-04-21","0","","","9781616553623","","","","No",""
"New Lone Wolf & Cub Volume 8","","Kazuo Koike, Hideki Mori","",,"","","2018-04-21","0","","","9781616553630","","","","No",""
"New Lone Wolf & Cub Volume 9","","Kazuo Koike, Hideki Mori","",,"","","2018-04-21","0","","","9781616553647","","","","No",""
"New Lone Wolf and Cub Volume 4","","Kazuo Koike, Hideki Mori","",,"","","2017-07-14","0","","","9781616553593","","","","No",""
"New X-Men By Grant Morrison Ultimate Collection Book 1 Tpb","","Grant Morrison","Marvel Comics","2008","","","2016-06-18","0","","","9780785132516","","","Paperback","No",""
"New X-Men By Grant Morrison Ultimate Collection Book 2 Tpb","","Grant Morrison; John Paul Leon; Igor Kordey; Phil Jimenez; Ethan Van Sciver; Keron Grant; Frank Quitely","Marvel Comics","2008","","","2016-06-18","0","","","9780785132523","","","Paperback","No",""
"New X-Men By Grant Morrison Ultimate Collection Book 3 Tpb","","Grant Morrison","Marvel Comics","2008","","","2016-06-18","0","","","9780785132530","","","Paperback","No",""
"Nick Fury Agent för Shield","Nick Fury Kontra Gula Klon","Jim Steranko","",,"","","2016-10-09","0","","","","","","","No",""
"Nick Fury Vs. S.H.I.E.L.D.","","","",,"","","2016-10-09","0","","","024885234107","","","","No",""
"Nightwing","A Knight in Blüdhaven","Chuck Dixon, Scott McDaniel, Karl Story","Dc Comics",,"","","2016-10-09","0","https://books.google.ru/books/content?id=4YkAAAAACAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","761941213125","","","","No","Presents a compilation of previously published ""Nightwing"" comics which follows the adventures of the superhero formerly known as Robin as he tries to emerge from out of the shadow of his mentor, Batman."
"Närkontakt med flygande tefat 1","","","",,"","","2016-10-09","0","","","","","","","No",""
"Närkontakt med flygande tefat 2","","","",,"","","2016-10-09","0","","","","","","","No",""
"Närkontakt med UFO","","","",,"","","2016-10-09","0","","","","","","","No",""
"Path Of The Assassin Volume 1","Serving In The Dark","Kazuo Koike; Goseki Kojima","Dark Horse","2006","","","2016-06-18","0","","","9781593075026","","","Paperback","Yes",""
"Path Of The Assassin Volume 10","Battle For Power Part 2","Kazuo Koike; Goseki Kojima","Dark Horse","2008","","","2016-06-18","0","","","9781593075118","","","Paperback","Yes",""
"Path Of The Assassin Volume 11","Battle For Power Part 3","Kazuo Koike; Goseki Kojima","Dark Horse","2008","","","2016-06-18","0","","","9781593075125","","","Paperback","Yes",""
"Path Of The Assassin Volume 12","Three Foot Battle","Kazuo Koike; Goseki Kojima","Dark Horse","2008","","","2016-06-18","0","","","9781593075132","","","Paperback","Yes",""
"Path Of The Assassin Volume 13","Hateful Burden","Kazuo Koike; Goseki Kojima","Dark Horse","2008","","","2016-06-18","0","","","9781593075149","","","Paperback","Yes",""
"Path Of The Assassin Volume 14","Bad Blood","Kazuo Koike; Goseki Kojima","Dark Horse","2009","","","2016-06-18","0","","","9781593075156","","","Paperback","Yes",""
"Path Of The Assassin Volume 15","One Who Rules The Dark","Kazuo Koike; Goseki Kojima","Dark Horse","2009","","","2016-06-18","0","","","9781593075163","","","Paperback","Yes",""
"Path Of The Assassin Volume 2","Sand And Flower","Kazuo Koike; Goseki Kojima","Dark Horse","2006","","","2016-06-18","0","","","9781593075033","","","Paperback","Yes",""
"Path Of The Assassin Volume 3","Comparison Of A Man","Kazuo Koike; Goseki Kojima","Dark Horse","2006","","","2016-06-18","0","","","9781593075040","","","Paperback","Yes",""
"Path Of The Assassin Volume 4","","Kazuo Koike; Goseki Kojima","Dark Horse","2006","","","2016-06-18","0","","","9781593075057","","","Paperback","Yes",""
"Path Of The Assassin Volume 5","","Kazuo Koike; Goseki Kojima","Dark Horse","2007","","","2016-06-18","0","","","9781593075064","","","Paperback","Yes",""
"Path Of The Assassin Volume 6","","Kazuo Koike; Goseki Kojima","Dark Horse","2007","","","2016-06-18","0","","","9781593075071","","","Paperback","Yes",""
"Path Of The Assassin Volume 7","","Kazuo Koike; Goseki Kojima","Dark Horse","2007","","","2016-06-18","0","","","9781593075088","","","Paperback","Yes",""
"Path Of The Assassin Volume 8","","Kazuo Koike; Goseki Kojima","Dark Horse","2007","","","2016-06-18","0","","","9781593075095","","","Paperback","Yes",""
"Path Of The Assassin Volume 9","","Kazuo Koike; Goseki Kojima","Dark Horse","2008","","","2016-06-18","0","","","9781593075101","","","Paperback","Yes",""
"Power Girl","A New Beginning","Jimmy Palmiotti, Justin Gray, Amanda Conner","DC Comics","2010","","","2016-06-18","0","https://books.google.ru/books/content?id=TPurQwAACAAJ&printsec=frontcover&img=1&source=gbs_api","Justice Society of America (Fictitious characters)","9781401226183","","","","No","Power Girl wants to build a new secret identity, but a villain from her past has other plans for her and - to get his way - he's holding Manhattan hostage. Plus, a trio of sexy alien marauders hits Earth for the ultimate party. Unfortunately, by their standards, that means destroying it."
"Power Girl","Aliens And Apes","Jimmy Palmiotti; Justin Gray","DC Comics","2010","","","2016-06-18","0","","","9781401229108","","","","No",""
"Power Girl","Bomb Squad","Judd Winick; Sam Basari","DC Comics","2011","","","2016-06-18","0","","","9781401231620","","","","No",""
"Power Girl","Old Friends","Judd Winick; Matthew Sturges; Sami Basri","DC Comics","2012","","","2016-06-18","0","","","9781401233655","","","","No",""
"Red Meat","","Max Cannon","Macmillan",,"","","2016-10-09","0","https://books.google.ru/books/content?id=3fFaBosRtLYC&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9780312183028","","","","No","Currently featured in over 50 alternative weeklies and college newspapers, ""Red Meat"" is quickly becoming one of the most popular alternative comic strips in the country. The official ""Red Meat"" Web site averages 30,000 page views a week. This collection offers readers a peek at the strip that's caused all the commotion."
"RoboCop","","","",,"","","2016-10-09","0","","","","","","","No",""
"RoboCop 2","","","",,"","","2016-10-09","0","","","024885232486","","","","No",""
"S7 Sovereign Seven","","Chris Claremont","",,"","","2016-10-09","0","","","761941207667","","","","No",""
"Samurai Executioner Volume 1","When The Demon Knife Weeps","Kazuo Koike; Goseki Kojima","Dark Horse","2004","","","2016-06-18","0","","","9781593072070","","","Paperback","No",""
"Samurai Executioner Volume 10","A Couple Of Jitte","Kazuo Koike; Goseki Kojima","Dark Horse","2006","","","2016-06-18","0","","","9781593072797","","","Paperback","No",""
"Samurai Executioner Volume 2","Two Bodies, Two Minds","Kazuo Koike; Goseki Kojima","Dark Horse","2004","","","2016-06-18","0","","","9781593072087","","","Paperback","No",""
"Samurai Executioner Volume 3","The Hell Stick","Kazuo Koike; Goseki Kojima","Dark Horse","2005","","","2016-06-18","0","","","9781593072094","","","Paperback","No",""
"Samurai Executioner Volume 4","Portrait Of Death","Kazuo Koike; Goseki Kojima","Dark Horse","2005","","","2016-06-18","0","","","9781593072100","","","Paperback","No",""
"Samurai Executioner Volume 5","Ten Fingers, One Life","Kazuo Koike; Goseki Kojima","Dark Horse","2005","","","2016-06-18","0","","","9781593072117","","","Paperback","No",""
"Samurai Executioner Volume 6","Shinko The Kappa","Kazuo Koike; Goseki Kojima","Dark Horse","2005","","","2016-06-18","0","","","9781593072759","","","Paperback","No",""
"Samurai Executioner Volume 7","The Bamboo Splitter","Kazuo Koike; Goseki Kojima","Dark Horse","2005","","","2016-06-18","0","","","9781593072766","","","Paperback","No",""
"Samurai Executioner Volume 8","The Death Sign Of Spring","Kazuo Koike; Goseki Kojima","Dark Horse","2006","","","2016-06-18","0","","","9781593072773","","","Paperback","No",""
"Samurai Executioner Volume 9","Facing Life And Death","Kazuo Koike; Goseki Kojima","Dark Horse","2006","","","2016-06-18","0","","","9781593072780","","","Paperback","No",""
"Sanctuary 1","","Sho Fumimura, Ryoichi Ikegami","",,"","","2016-10-09","0","","","","","","","No",""
"Sanctuary 2","","Sho Fumimura, Ryoichi Ikegami","",,"","","2016-10-09","0","","","","","","","No",""
"Sanctuary 3","","Sho Fumimura, Ryoichi Ikegami","",,"","","2016-10-09","0","","","","","","","No",""
"Sanctuary 4","","Sho Fumimura, Ryoichi Ikegami","",,"","","2016-10-09","0","","","","","","","No",""
"Sanctuary 5","","Sho Fumimura, Ryoichi Ikegami","",,"","","2016-10-09","0","","","","","","","No",""
"Sanctuary 6","","Sho Fumimura, Ryoichi Ikegami","",,"","","2016-10-09","0","","","","","","","No",""
"Sanctuary 7","","Sho Fumimura, Ryoichi Ikegami","",,"","","2016-10-09","0","","","","","","","No",""
"Sanctuary 8","","Sho Fumimura, Ryoichi Ikegami","",,"","","2016-10-09","0","","","","","","","No",""
"Sanctuary 9","","Sho Fumimura, Ryoichi Ikegami","",,"","","2016-10-09","0","","","","","","","No",""
"Shadowmasters 2","","Carl Potts, Dan Lawlis, Tod Smith","",,"","","2016-10-09","0","","","024885230659","","","","No",""
"Shadowmasters 3","","Carl Potts, Dan Lawlis, Tod Smith","",,"","","2016-10-09","0","","","024885230659","","","","No",""
"Shadowmasters 4","","Carl Potts, Dan Lawlis, Tod Smith","",,"","","2016-10-09","0","","","024885230659","","","","No",""
"Son of Superman","","Howard V. Chaykin, David Tischman","",,"","","2016-10-09","0","https://books.google.ru/books/content?id=kjyXOAAACAAJ&printsec=frontcover&img=1&source=gbs_api","Graphic novels","761941221991","","","","No","When he starts to experience startling changes in his physiology - notably the emergence of extra-human powers - and when the hi-tech vigilante group known as the Supermen tries to recruit him, Jon Kent - son of mild-mannered reporter Clark Kent - realizes that he's hardly your average teenager."
"Supergirl Volume 1","Last Daughter Of Krypton","Green Michael","DC Comics","2012","","","2016-06-18","0","","","9781401236809","","","","No",""
"Supergirl Volume 2","Girl In The World","Green Michael","",,"","","2016-06-18","0","","","9781401240875","","","","No",""
"Supergirl Volume 3","Sanctuary","Mike Johnson","",,"","","2016-06-18","0","","","9781401243180","","","","No",""
"Supergirl Volume 4","Out Of The Past","","",,"","","2018-08-23","0","","","9781401247003","","","","No",""
"Supergirl Volume 5","Red Daughter Of Krypton","","",,"","","2018-08-23","0","","","9781401250515","","","","No",""
"Supergirl Volume 6","Crucible","","",,"","","","0","","Comics & Graphic Novels, Juvenile Fiction","9781401255411","","","","No",""
"Superman - Action Comics","Volume 1 Superman and the men of steel","Grant Morrison","DC Comics","2012","","","2016-06-18","0","","","9781401235468","","","","No",""
"Superman - Action Comics","Volume 2 Bulletproof","Grant Morrison","",,"","","2016-06-18","0","","","9781401241018","","","Hardcover","No",""
"Superman, Shazam","First Thunder, The Deluxe Edition","","",,"","","2019-05-25","0","","","9781401285371","","","","No",""
"Talon Volume 1","Scourge Of The Owls","Scott Snyder","",,"","","2016-06-18","0","","","9781401238872","","","","No",""
"Talon Volume 2","Fall Of The Owls","Tynion James","",,"","","2016-06-18","0","","","9781401246259","","","","No",""
"The Boys","Omnibus Volume 1","Garth Ennis","",,"","","2019-08-29","0","","","9781524108595","","","","No",""
"The Boys Omnibus Volume 2","","Garth Ennis","",,"","","2019-10-13","0","","","9781524109707","","","","No",""
"The Boys Omnibus Volume 3","","Garth Ennis","",,"","","2019-10-13","0","","","9781524110031","","","","No",""
"The Boys Omnibus Volume 4","","Garth Ennis","",,"","","2019-10-13","0","","","9781524111403","","","","No",""
"The Eye Of The World: The Graphic Novel, Volume 1","","Robert S. Jordan; Chuck Dixon; Chase Conley","Tor Books","2011","","","2016-06-18","0","","","9780765324887","","","","No",""
"The Eye Of The World: The Graphic Novel, Volume 2","","Robert Jordan; Chuck Dixon; Andie Tong","Tor Books","2012","","","2016-06-18","0","","","9780765331625","","","Hardcover","No",""
"The Eye Of The World: The Graphic Novel, Volume 3","","Robert Jordan; Chuck Dixon","Tor Books","2013","","","2016-06-18","0","","","9780765331632","","","","No",""
"The Eye Of The World: The Graphic Novel, Volume 4","","Robert Jordan; Chuck Dixon","Tor Books","2013","","","2016-06-18","0","","","9780765336316","","","Hardcover","No",""
"The Eye Of The World: The Graphic Novel, Volume 5","","Robert Jordan; Chuck Dixon","Tor Books","2014","","","2016-06-18","0","","","9780765374257","","","Hardcover","No",""
